Line_No,Date_first_seen,Duration,Proto,Flags,Tos,Packets,Bytes,Flows,src_ips,src_ports,dst_ips,dst_ports
221,2017-10-23 16:18:39.150,0.0, UDP,......,0,0,38,1.0, 172.28.244.228,2482  ,    193.1.186.2,53    
222,2017-10-23 16:18:39.150,0.0, UDP,......,0,0,70,1.0,  172.28.24.177,52588 ,    193.1.186.2,53    
223,2017-10-23 16:18:39.150,0.0, TCP,......,0,0,1465,1.0, 157.190.142.57,51309 ,  40.101.18.226,443   
224,2017-10-23 16:18:39.160,0.0, UDP,......,0,0,13810,1.0, 157.190.42.209,51394 , 209.85.202.102,443   
225,2017-10-23 16:18:39.160,0.0, UDP,......,0,0,16,1.0,157.190.137.121,65242 ,    192.168.1.9,8612  
226,2017-10-23 16:18:39.160,0.0, UDP,......,0,0,29,1.0,  172.28.31.149,50683 ,    193.1.186.2,53    
227,2017-10-23 16:18:39.160,0.0, UDP,......,0,0,34,1.0,  172.28.24.177,61927 ,    193.1.186.2,53    
228,2017-10-23 16:18:39.160,0.0, UDP,......,0,0,47,1.0,  172.28.31.149,55315 ,    193.1.186.2,53    
229,2017-10-23 16:18:39.170,0.0, UDP,......,0,0,1793,1.0, 157.190.153.58,64900 , 209.85.202.139,443   
230,2017-10-23 16:18:39.170,0.0, TCP,......,0,0,1055,1.0, 157.190.42.209,56190 , 209.85.202.102,443   
231,2017-10-23 16:18:39.170,0.0, UDP,......,0,0,34,1.0,  172.28.31.149,60180 ,    193.1.186.2,53    
232,2017-10-23 16:18:39.180,0.0, UDP,......,0,0,70,1.0,  172.28.24.177,49740 ,    193.1.186.2,53    
233,2017-10-23 16:18:39.180,0.0, UDP,......,0,0,45,1.0,  172.28.14.118,52233 ,    193.1.186.2,53    
234,2017-10-23 16:18:39.180,0.0, TCP,......,0,0,558,1.0,  172.28.31.149,33306 ,  209.85.202.94,80    
235,2017-10-23 16:18:39.190,0.0, TCP,......,0,0,3645,1.0,  172.28.25.158,49446 ,     31.13.90.2,443   
236,2017-10-23 16:18:39.190,0.0, UDP,......,0,0,40,1.0,  172.28.25.158,49586 ,    193.1.186.2,53    
237,2017-10-23 16:18:39.190,0.0, UDP,......,0,0,39,1.0,  172.28.31.149,37697 ,    193.1.186.2,53    
238,2017-10-23 16:18:39.210,0.0, TCP,......,0,0,1465,1.0, 157.190.142.53,55323 ,  40.101.125.18,443   
239,2017-10-23 16:18:39.210,0.0, UDP,......,0,0,47,1.0,  172.28.29.118,14094 ,    193.1.186.2,53    
240,2017-10-23 16:18:39.210,0.0, UDP,......,0,0,33,1.0,  172.28.24.177,50664 ,    193.1.186.2,53    
241,2017-10-23 16:18:39.210,0.0, TCP,......,0,0,312,1.0,  172.28.31.149,43955 , 103.235.46.212,80    
242,2017-10-23 16:18:39.230,0.0, UDP,......,0,0,42,1.0,  172.28.23.249,5619  ,    193.1.186.2,53    
243,2017-10-23 16:18:39.230,0.0, UDP,......,0,0,44,1.0, 172.28.246.148,48582 ,    193.1.186.2,53    
244,2017-10-23 16:18:39.240,0.0, TCP,......,0,0,26801,1.0,   157.190.0.75,51768 ,  40.101.12.130,443   
245,2017-10-23 16:18:39.250,0.0, UDP,......,0,0,40,1.0,  172.28.29.118,48177 ,    193.1.186.2,53    
246,2017-10-23 16:18:39.250,0.0, TCP,......,0,0,743,1.0,  172.28.23.249,33436 ,   52.85.199.30,443   
247,2017-10-23 16:18:39.250,0.0, UDP,......,0,0,70,1.0,  172.28.24.177,49740 ,    193.1.186.3,53    
248,2017-10-23 16:18:39.260,0.0, UDP,......,0,0,34,1.0,   172.28.17.43,9876  ,    193.1.186.2,53    
249,2017-10-23 16:18:39.260,0.0, UDP,......,0,0,35,1.0,   172.28.9.203,61488 ,    193.1.186.2,53    
250,2017-10-23 16:18:49.020,0.0, UDP,......,0,0,0,1.0,  172.28.240.48,17151 ,    193.1.186.2,53    
251,2017-10-23 15:19:39.068,0.0, UDP,......,0,0,40,1.0,  172.28.240.48,17151 ,    193.1.186.2,53    
252,2017-10-23 16:18:50.091,0.0, TCP,......,0,0,0,1.0,157.190.137.106,64562 ,  157.190.30.21,8080  
253,2017-10-23 16:09:38.478,0.0, TCP,......,0,0,0,1.0,157.190.137.106,64562 ,  157.190.30.21,8080  
254,2017-10-23 16:18:50.091,0.0, TCP,......,0,0,0,1.0, 157.190.133.64,55778 ,157.190.170.158,3283  
255,2017-10-23 16:09:38.668,0.0, TCP,......,0,0,0,1.0, 157.190.133.64,55778 ,157.190.170.158,3283  
256,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,   172.28.2.176,52204 ,    193.1.186.2,53    
257,2017-10-23 16:14:38.395,0.0, UDP,......,0,0,31,1.0,   172.28.2.176,52204 ,    193.1.186.2,53    
258,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,   172.28.27.19,62854 ,    193.1.186.2,53    
259,2017-10-23 16:14:38.435,0.0, UDP,......,0,0,31,1.0,   172.28.27.19,62854 ,    193.1.186.2,53    
260,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.26.185,49650 ,    193.1.186.2,53    
261,2017-10-23 16:14:39.096,0.0, UDP,......,0,0,51,1.0,  172.28.26.185,49650 ,    193.1.186.2,53    
262,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.24.107,50695 ,    193.1.186.2,53    
263,2017-10-23 16:14:39.126,0.0, UDP,......,0,0,44,1.0,  172.28.24.107,50695 ,    193.1.186.2,53    
264,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,   172.28.19.38,39131 ,    193.1.186.2,53    
265,2017-10-23 16:14:39.176,0.0, UDP,......,0,0,42,1.0,   172.28.19.38,39131 ,    193.1.186.2,53    
266,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.2.47,51942 ,    193.1.186.2,53    
267,2017-10-23 16:14:39.186,0.0, UDP,......,0,0,48,1.0,    172.28.2.47,51942 ,    193.1.186.2,53    
268,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.9.89,63339 ,    193.1.186.2,53    
269,2017-10-23 16:14:39.446,0.0, UDP,......,0,0,37,1.0,    172.28.9.89,63339 ,    193.1.186.2,53    
270,2017-10-23 16:19:34.113,0.0, TCP,......,0,0,0,1.0,   172.28.4.102,54759 , 209.85.202.153,443   
271,2017-10-23 16:18:32.869,0.0, TCP,......,0,0,16127,1.0,   172.28.4.102,54759 , 209.85.202.153,443   
272,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.6.215,59227 ,    31.13.90.52,443   
273,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.4.146,64098 , 209.85.202.125,5222  
274,2017-10-23 16:18:49.020,0.0, UDP,......,0,0,0,1.0, 157.190.33.163,53853 ,  209.85.202.94,443   
275,2017-10-23 15:19:38.778,0.0, UDP,......,0,0,2777,1.0, 157.190.33.163,53853 ,  209.85.202.94,443   
276,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.25.178,61794 ,    193.1.186.2,53    
277,2017-10-23 16:14:38.445,0.0, UDP,......,0,0,33,1.0,  172.28.25.178,61794 ,    193.1.186.2,53    
278,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.27.238,51538 ,    193.1.186.2,53    
279,2017-10-23 16:14:38.595,0.0, UDP,......,0,0,43,1.0,  172.28.27.238,51538 ,    193.1.186.2,53    
280,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,   172.28.21.62,53499 ,    193.1.186.2,53    
281,2017-10-23 16:14:38.715,0.0, UDP,......,0,0,34,1.0,   172.28.21.62,53499 ,    193.1.186.2,53    
282,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.9.89,50336 ,    193.1.186.2,53    
283,2017-10-23 16:14:39.026,0.0, UDP,......,0,0,35,1.0,    172.28.9.89,50336 ,    193.1.186.2,53    
284,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,64887 ,    193.1.186.2,53    
285,2017-10-23 16:14:39.396,0.0, UDP,......,0,0,41,1.0,  172.28.14.215,64887 ,    193.1.186.2,53    
286,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,52520 ,    193.1.186.2,53    
287,2017-10-23 16:14:39.406,0.0, UDP,......,0,0,40,1.0,  172.28.14.215,52520 ,    193.1.186.2,53    
288,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,   172.28.5.204,51944 ,    193.1.186.2,53    
289,2017-10-23 16:14:39.426,0.0, UDP,......,0,0,39,1.0,   172.28.5.204,51944 ,    193.1.186.2,53    
290,2017-10-23 16:18:50.091,0.0, TCP,......,0,0,0,1.0,    172.28.2.43,63322 ,  17.142.171.10,443   
291,2017-10-23 16:12:42.249,0.0, TCP,......,0,0,1825,1.0,    172.28.2.43,63322 ,  17.142.171.10,443   
292,2017-10-23 16:19:40.274,0.0, TCP,......,0,0,3919,1.0,  172.28.27.141,51995 , 165.193.93.104,80    
293,2017-10-23 16:19:40.274,0.0, TCP,......,0,0,3919,1.0,  172.28.27.141,51995 , 165.193.93.104,80    
294,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  , 157.190.50.236,5060  
295,2017-10-23 16:18:54.381,0.0, TCP,......,0,0,0,1.0,    172.28.8.91,35136 ,  209.85.202.95,443   
296,2017-10-23 16:05:37.953,0.0, TCP,......,0,0,2442,1.0,    172.28.8.91,35136 ,  209.85.202.95,443   
297,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.29.105,53770 ,    193.1.186.2,53    
298,2017-10-23 16:14:39.056,0.0, UDP,......,0,0,47,1.0,  172.28.29.105,53770 ,    193.1.186.2,53    
299,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.3.75,65041 ,    193.1.186.2,53    
300,2017-10-23 16:14:39.266,0.0, UDP,......,0,0,27,1.0,    172.28.3.75,65041 ,    193.1.186.2,53    
301,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,51327 ,    193.1.186.2,53    
302,2017-10-23 16:14:39.386,0.0, UDP,......,0,0,41,1.0,  172.28.14.215,51327 ,    193.1.186.2,53    
303,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,49333 ,    193.1.186.2,53    
304,2017-10-23 16:14:39.446,0.0, UDP,......,0,0,38,1.0,  172.28.14.215,49333 ,    193.1.186.2,53    
305,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,62950 ,    193.1.186.2,53    
306,2017-10-23 16:14:39.456,0.0, UDP,......,0,0,43,1.0,  172.28.14.215,62950 ,    193.1.186.2,53    
307,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.31.148,58024 ,     31.13.90.2,443   
308,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.1.184,49403 ,  68.232.35.203,443   
309,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.1.184,49405 ,  68.232.35.205,443   
310,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,   172.28.12.20,58730 , 151.101.36.173,443   
311,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,19787,1.0, 157.190.130.89,63933 , 209.85.202.156,443   
312,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,2,1.0,   172.28.12.20,58733 ,  104.16.77.165,443   
313,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,   172.28.12.20,58734 , 104.19.196.102,443   
314,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,14521,1.0,   172.28.22.30,53635 ,    31.13.90.36,443   
315,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.28.27,53691 ,  40.101.76.114,443   
316,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,   172.28.12.20,58736 , 66.235.139.206,443   
317,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.8.157,40775 ,   54.230.29.50,443   
318,2017-10-23 15:19:38.768,0.0, UDP,......,0,0,1427,1.0, 157.190.33.163,53852 , 209.85.202.100,443   
319,2017-10-23 16:18:53.311,0.0, TCP,......,0,0,0,1.0,    172.28.8.91,46463 ,107.178.244.155,443   
320,2017-10-23 16:05:37.203,0.0, TCP,......,0,0,1811,1.0,    172.28.8.91,46463 ,107.178.244.155,443   
321,2017-10-23 16:18:50.091,0.0, TCP,......,0,0,0,1.0, 157.190.129.80,50932 ,    40.96.32.34,135   
322,2017-10-23 16:09:38.668,0.0, TCP,......,0,0,0,1.0, 157.190.129.80,50932 ,    40.96.32.34,135   
323,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.13.190,34595 ,    193.1.186.2,53    
324,2017-10-23 16:14:38.535,0.0, UDP,......,0,0,33,1.0,  172.28.13.190,34595 ,    193.1.186.2,53    
325,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.13.224,55027 ,    193.1.186.2,53    
326,2017-10-23 16:14:39.106,0.0, UDP,......,0,0,35,1.0,  172.28.13.224,55027 ,    193.1.186.2,53    
327,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.2.12,58923 ,    193.1.186.2,53    
328,2017-10-23 16:14:39.356,0.0, UDP,......,0,0,29,1.0,    172.28.2.12,58923 ,    193.1.186.2,53    
329,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,61767 ,    193.1.186.2,53    
330,2017-10-23 16:14:39.386,0.0, UDP,......,0,0,44,1.0,  172.28.14.215,61767 ,    193.1.186.2,53    
331,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,57447 ,    193.1.186.2,53    
332,2017-10-23 16:14:39.396,0.0, UDP,......,0,0,44,1.0,  172.28.14.215,57447 ,    193.1.186.2,53    
333,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.13.190,43248 ,    193.1.186.2,53    
334,2017-10-23 16:14:39.436,0.0, UDP,......,0,0,32,1.0,  172.28.13.190,43248 ,    193.1.186.2,53    
335,2017-10-23 16:19:16.942,0.0, TCP,......,0,0,0,1.0,   172.28.4.102,54713 , 209.85.202.153,443   
336,2017-10-23 16:13:09.730,0.0, TCP,......,0,0,46713,1.0,   172.28.4.102,54713 , 209.85.202.153,443   
337,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,13700,1.0, 157.190.43.110,54085 ,  198.47.127.34,80    
338,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.56.19,63605 ,     23.52.55.8,443   
339,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,855,1.0,   172.28.0.221,39440 ,   83.97.89.146,443   
340,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,7974,1.0,  172.28.28.244,53924 ,  213.19.162.57,80    
341,2017-10-23 16:18:38.630,0.0, UDP,......,0,0,28,1.0,  172.28.241.74,53286 ,    193.1.186.2,53    
342,2017-10-23 16:18:38.630,0.0, TCP,......,0,0,2562,1.0,157.190.135.102,58203 ,   40.112.64.26,443   
343,2017-10-23 16:18:38.630,0.0, UDP,......,0,0,90,1.0,  172.28.26.185,49908 ,    193.1.186.2,53    
344,2017-10-23 16:18:38.650,0.0, TCP,......,0,0,4275,1.0,  172.28.25.198,52310 ,   17.252.60.18,443   
345,2017-10-23 16:18:38.650,0.0, TCP,......,0,0,1380,1.0, 157.190.140.94,49921 ,    40.101.4.18,443   
346,2017-10-23 16:19:35.183,0.0, TCP,......,0,0,0,1.0,   172.28.4.102,54760 , 209.85.202.153,443   
347,2017-10-23 16:18:33.660,0.0, TCP,......,0,0,8590,1.0,   172.28.4.102,54760 , 209.85.202.153,443   
348,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.96.17,57989 , 162.247.242.19,443   
349,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,6483,1.0,  172.28.27.232,37778 , 104.199.64.229,443   
350,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,423,1.0,   172.28.6.177,59021 , 209.85.202.189,443   
351,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,44,1.0,  172.28.28.145,43373 ,  169.55.67.230,80    
352,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,335,1.0,   172.28.29.55,54833 , 209.85.202.189,443   
353,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,455,1.0,   172.28.6.177,59022 , 209.85.202.189,443   
354,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.10.112,50692 ,   8.250.39.254,80    
355,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0, 157.190.142.64,62843 ,    40.101.4.18,443   
356,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.96.22,56869 , 209.85.202.156,443   
357,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.8.193,55120 , 35.186.197.135,443   
358,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.10.112,50694 ,   8.250.43.254,80    
359,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.9.187,38364 ,  209.85.202.93,443   
360,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.10.112,50695 ,  8.249.251.254,80    
361,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.10.112,50696 ,   8.250.39.254,80    
362,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,2,1.0,   172.28.21.78,58259 , 151.101.38.110,443   
363,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,130332,1.0,    172.28.4.51,61889 ,   13.107.6.151,443   
364,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.31.87,52654 ,    31.13.90.36,443   
365,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,3010,1.0,   172.28.5.169,62180 ,  169.47.42.199,443   
366,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.96.32,60349 ,198.232.125.113,443   
367,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,38,1.0, 157.190.52.163,49647 ,  169.45.210.68,443   
368,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0, 157.190.135.54,58236 ,  54.192.28.124,443   
369,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,3404,1.0, 157.190.47.106,59737 ,    31.13.90.36,443   
370,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,18263,1.0, 157.190.42.132,52666 ,  209.85.202.93,443   
371,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,21416,1.0, 157.190.42.132,52667 ,  209.85.202.93,443   
372,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.96.32,60350 ,  209.85.202.97,443   
373,2017-10-23 16:18:39.350,0.0, UDP,......,0,0,23,1.0, 157.190.139.60,59068 , 209.85.202.156,443   
374,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  172.28.21.134,57112 ,  209.85.202.17,443   
375,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,    172.28.1.73,53342 ,     31.13.90.2,443   
376,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,156,1.0,  172.28.27.141,51642 ,   37.157.6.251,443   
377,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,452,1.0,  157.190.38.36,63520 , 209.85.202.102,80    
378,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0, 157.190.142.75,61568 ,  209.85.202.94,443   
379,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,11416,1.0, 157.190.140.54,63714 , 40.101.124.194,443   
380,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.12.186,54325 ,    40.101.4.18,443   
381,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,    172.28.1.73,35128 ,     31.13.90.1,443   
382,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,2213,1.0,  172.28.27.127,53803 ,  17.252.60.166,443   
383,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0, 157.190.35.143,52037 , 209.85.202.157,443   
384,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,536,1.0,    172.28.24.5,51806 ,   17.252.44.85,443   
385,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,69,1.0,   172.28.26.98,56796 ,   17.252.12.74,443   
386,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,  172.28.246.91,58025 ,108.177.119.103,443   
387,2017-10-23 16:18:35.150,0.0, TCP,......,0,0,1415,1.0,   172.28.2.208,64659 ,146.148.112.133,443   
388,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    77.72.82.80,44923 ,  157.190.83.12,4835  
389,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  112.81.127.71,24800 , 157.190.130.73,22    
390,2017-10-23 16:19:10.482,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,56539 ,    216.52.1.12,443   
391,2017-10-23 16:19:10.482,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,56539 ,    216.52.1.12,443   
392,2017-10-23 16:19:40.514,0.0, TCP,......,0,0,0,1.0,  172.28.20.203,43543 ,   83.97.89.145,443   
393,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 27.255.197.170,46530 ,157.190.183.121,23    
394,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,   172.28.27.23,52397 ,    193.1.186.2,53    
395,2017-10-23 16:14:38.405,0.0, UDP,......,0,0,53,1.0,   172.28.27.23,52397 ,    193.1.186.2,53    
396,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.26.249,48827 ,    193.1.186.2,53    
397,2017-10-23 16:14:38.705,0.0, UDP,......,0,0,49,1.0,  172.28.26.249,48827 ,    193.1.186.2,53    
398,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,   172.28.6.215,54123 ,    193.1.186.2,53    
399,2017-10-23 16:14:39.036,0.0, UDP,......,0,0,45,1.0,   172.28.6.215,54123 ,    193.1.186.2,53    
400,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,   172.28.3.241,56794 ,    193.1.186.2,53    
401,2017-10-23 16:14:39.336,0.0, UDP,......,0,0,40,1.0,   172.28.3.241,56794 ,    193.1.186.2,53    
402,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.13.190,42112 ,    193.1.186.3,53    
403,2017-10-23 16:14:39.436,0.0, UDP,......,0,0,32,1.0,  172.28.13.190,42112 ,    193.1.186.3,53    
404,2017-10-23 16:19:08.342,0.0, TCP,......,0,0,0,1.0,   172.28.0.216,50611 ,   17.252.12.10,443   
405,2017-10-23 16:00:45.806,0.0, TCP,......,0,0,5202,1.0,   172.28.0.216,50611 ,   17.252.12.10,443   
406,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.251,48266 ,157.190.211.151,4422  
407,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.42.37,50549 ,  185.86.137.32,443   
408,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,46,1.0,  157.190.37.74,36730 ,  209.85.203.97,443   
409,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,164,1.0,157.190.153.140,52374 , 209.85.202.108,993   
410,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,3536,1.0, 157.190.52.174,54404 , 209.85.202.190,443   
411,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,46,1.0,  157.190.37.74,36731 ,  209.85.202.94,443   
412,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1591,1.0, 157.190.133.53,54519 ,  185.86.137.43,443   
413,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1803,1.0,  172.28.18.198,54755 ,  23.212.230.61,443   
414,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,157.190.150.113,53060 , 40.101.126.114,443   
415,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,405,1.0, 157.190.133.53,54524 ,   152.163.56.2,443   
416,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,46,1.0, 157.190.133.53,54526 , 107.178.240.89,443   
417,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1056,1.0,   172.28.12.36,33932 ,    13.74.34.99,443   
418,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,46,1.0, 157.190.133.53,54529 ,  188.125.66.34,443   
419,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0, 157.190.142.67,55691 , 209.85.202.100,443   
420,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,  157.190.96.29,60771 ,  209.85.202.94,443   
421,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0, 157.190.138.89,54651 ,  40.101.18.226,443   
422,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0, 157.190.144.57,49334 , 209.85.202.157,443   
423,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,   172.28.0.199,58113 , 209.85.202.153,443   
424,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,376,1.0,  172.28.26.185,52532 , 209.85.202.132,443   
425,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,0,1.0,    172.28.20.2,51777 , 17.248.149.203,443   
426,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1,1.0,    172.28.5.82,50042 ,  209.85.202.95,443   
427,2017-10-23 16:19:40.554,0.0, UDP,......,0,0,0,1.0, 157.190.152.61,64597 ,    192.168.1.8,8612  
428,2017-10-23 16:18:39.350,0.0, TCP,......,0,0,1005,1.0, 157.190.145.82,54303 , 162.125.18.133,443   
429,2017-10-23 16:18:39.350,0.0, UDP,......,0,0,48,1.0,  157.190.39.15,123   ,  193.1.219.116,123   
430,2017-10-23 16:18:39.270,0.0, UDP,......,0,0,39,1.0,  172.28.29.168,63985 ,    193.1.186.2,53    
431,2017-10-23 16:18:39.280,0.0, UDP,......,0,0,49,1.0,  172.28.10.112,62318 ,    193.1.186.3,53    
432,2017-10-23 16:18:39.280,0.0, UDP,......,0,0,41,1.0,  172.28.24.177,55262 ,    193.1.186.2,53    
433,2017-10-23 16:18:39.290,0.0, TCP,......,0,0,2472,1.0,  172.28.28.198,48728 , 209.85.202.153,443   
434,2017-10-23 16:18:39.290,0.0, UDP,......,0,0,35,1.0,   172.28.9.203,61488 ,    193.1.186.3,53    
435,2017-10-23 16:18:39.300,0.0, UDP,......,0,0,41,1.0,  172.28.29.229,34713 ,    193.1.186.2,53    
436,2017-10-23 16:18:39.300,0.0, TCP,......,0,0,3152,1.0, 157.190.152.55,43110 ,  74.125.97.106,443   
437,2017-10-23 16:18:39.310,0.0, TCP,......,0,0,1465,1.0, 157.190.142.90,51427 ,  40.101.76.114,443   
438,2017-10-23 16:18:39.320,0.0, UDP,......,0,0,39,1.0,   172.28.18.19,65329 ,    193.1.186.2,53    
439,2017-10-23 16:18:39.320,0.0, UDP,......,0,0,44,1.0,  172.28.12.212,58699 ,    193.1.186.2,53    
440,2017-10-23 16:18:39.320,0.0, UDP,......,0,0,40,1.0,  172.28.12.212,54815 ,    193.1.186.2,53    
441,2017-10-23 16:18:39.320,0.0, UDP,......,0,0,27,1.0,  172.28.12.212,49423 ,    193.1.186.2,53    
