Line_No,Date_first_seen,Duration,Proto,Flags,Tos,Packets,Bytes,Flows,src_ips,src_ports,dst_ips,dst_ports
1409,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65192 , 209.85.202.102,443   
1410,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  114.234.58.50,64099 ,  157.190.84.72,23    
1411,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    45.35.76.43,47133 ,157.190.150.145,1433  
1412,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.25.73,48204 ,  47.73.170.225,5094  
1413,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65197 ,108.177.119.147,443   
1414,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   77.72.82.182,59192 , 157.190.222.30,5900  
1415,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  103.41.91.119,50158 ,  157.190.133.3,23    
1416,2017-10-23 16:19:40.774,0.0, TCP,......,0,0,0,1.0,   172.28.3.216,62553 , 17.248.149.200,443   
1417,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  94.203.218.28,41386 , 157.190.106.40,23    
1418,2017-10-23 16:19:40.794,0.0, TCP,......,0,0,0,1.0, 157.190.128.89,61107 ,   173.194.5.75,443   
1419,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.251,48266 ,157.190.173.195,4422  
1420,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    62.210.9.94,43438 , 157.190.221.46,3375  
1421,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 185.165.29.198,42532 ,   157.190.60.3,80    
1422,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,111.222.244.201,63858 ,  157.190.73.47,23    
1423,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   172.28.23.72,55826 ,  74.125.97.102,443   
1424,2017-10-23 16:19:40.554,0.0, TCP,......,0,0,0,1.0,   172.28.5.206,53945 , 162.125.18.133,443   
1425,2017-10-23 16:18:38.620,0.0, TCP,......,0,0,1956,1.0,   172.28.5.206,53945 , 162.125.18.133,443   
1426,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    119.44.10.7,8301  ,157.190.218.183,23    
1427,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  186.235.151.3,34883 , 157.190.248.72,23    
1428,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54200 ,  34.201.232.85,443   
1429,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65195 , 209.85.202.132,443   
1430,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   219.246.71.4,9251  , 157.190.152.67,23    
1431,2017-10-23 16:19:31.963,0.0, TCP,......,0,0,0,1.0, 157.190.152.86,59880 , 209.85.202.139,443   
1432,2017-10-23 16:14:25.825,0.0, TCP,......,0,0,2690,1.0, 157.190.152.86,59880 , 209.85.202.139,443   
1433,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  178.62.61.127,43198 , 157.190.26.197,3389  
1434,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,123.201.214.220,10162 ,157.190.177.120,23    
1435,2017-10-23 16:19:40.794,0.0, TCP,......,0,0,0,1.0,  172.28.28.176,48256 ,    31.13.90.34,443   
1436,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  117.247.83.31,28255 ,157.190.143.169,23    
1437,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    60.254.9.84,33614 , 157.190.93.198,23    
1438,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.15.118,51326 , 54.235.134.171,6861  
1439,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 191.101.167.77,42426 , 157.190.115.21,3520  
1440,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  45.55.186.174,47084 ,157.190.151.215,53413 
1441,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.25.73,46133 ,  47.73.170.156,5094  
1443,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   103.22.140.4,61640 , 157.190.24.112,21    
1444,2017-10-23 16:19:21.622,0.0, TCP,......,0,0,3228,1.0,   172.28.30.36,60699 ,  37.252.172.80,443   
1445,2017-10-23 16:19:21.622,0.0, TCP,......,0,0,3228,1.0,   172.28.30.36,60699 ,  37.252.172.80,443   
1446,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 179.178.72.191,27312 ,157.190.121.117,2323  
1447,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    172.28.7.42,58754 ,  17.253.34.125,123   
1448,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 123.116.64.195,42997 , 157.190.20.102,22    
1449,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   112.65.7.109,48717 ,157.190.140.144,23    
1450,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 187.38.224.160,15882 ,157.190.113.174,23    
1451,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    5.188.86.55,43017 , 157.190.174.52,3388  
1452,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 158.140.137.38,50943 ,157.190.174.122,23    
1453,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.5.89,60242 ,  47.73.170.213,5094  
1454,2017-10-23 16:19:40.924,0.0, TCP,......,0,0,0,1.0, 157.190.38.198,55073 ,  65.52.108.154,443   
1455,2017-10-23 16:19:40.804,0.0, TCP,......,0,0,0,1.0,  172.28.29.101,49561 ,  17.253.37.207,80    
1456,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,157.190.250.254,5522  
1457,2017-10-23 16:19:40.814,0.0, TCP,......,0,0,0,1.0, 157.190.45.158,57984 , 151.101.36.200,80    
1458,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  189.102.92.19,45628 ,157.190.206.175,23    
1459,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.119.208.71,58905 , 157.190.78.173,23    
1460,2017-10-23 16:19:40.834,0.0, TCP,......,0,0,0,1.0,  172.28.29.208,64608 ,  40.77.229.133,443   
1461,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   40.77.229.48,443   ,  157.190.0.133,45396 
1462,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   201.95.44.99,57404 , 157.190.90.120,23    
1463,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    45.77.107.8,48310 ,157.190.240.115,7722  
1464,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.26.179,37895 ,  47.73.170.165,5094  
1465,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54198 ,     108.59.0.8,443   
1466,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 187.74.250.163,26851 , 157.190.128.73,23    
1467,2017-10-23 16:19:40.894,0.0, UDP,......,0,0,0,1.0,  172.28.28.176,54364 ,    193.1.186.2,53    
1468,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 116.208.174.68,17126 ,157.190.156.161,23    
1469,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.156.97,48240 ,157.190.213.245,2211  
1470,2017-10-23 16:19:40.904,0.0, UDP,......,0,0,0,1.0,  172.28.18.107,56509 ,    193.1.186.2,53    
1471,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  190.51.126.73,51900 ,157.190.182.125,22    
1472,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 49.236.222.189,56257 , 157.190.41.229,445   
1473,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  , 157.190.50.246,5060  
1474,2017-10-23 16:19:34.113,0.0, TCP,......,0,0,0,1.0,  157.190.43.47,51950 ,  13.107.21.200,80    
1475,2017-10-23 16:18:32.169,0.0, TCP,......,0,0,655,1.0,  157.190.43.47,51950 ,  13.107.21.200,80    
1476,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 , 157.190.83.188,5522  
1477,2017-10-23 16:19:15.012,0.0, TCP,......,0,0,775,1.0,   172.28.23.14,49957 , 178.79.251.128,80    
1478,2017-10-23 16:19:15.012,0.0, TCP,......,0,0,775,1.0,   172.28.23.14,49957 , 178.79.251.128,80    
1479,2017-10-23 16:19:37.333,0.0, TCP,......,0,0,0,1.0,   172.28.2.208,64670 , 208.146.36.220,443   
1480,2017-10-23 16:18:35.640,0.0, TCP,......,0,0,1637,1.0,   172.28.2.208,64670 , 208.146.36.220,443   
1481,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,  157.190.75.23,5522  
1482,2017-10-23 16:19:40.854,0.0, TCP,......,0,0,0,1.0, 157.190.41.114,64031 ,  54.230.31.224,443   
1483,2017-10-23 16:19:40.854,0.0, TCP,......,0,0,0,1.0, 157.190.41.114,64032 ,  54.230.31.224,443   
1484,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  201.92.50.215,20730 ,157.190.181.220,23    
1485,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.35.117,49696 ,  65.52.108.154,443   
1486,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65196 ,  209.85.202.94,443   
1487,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 202.205.160.72,47192 , 157.190.253.83,1433  
1488,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,216.158.238.186,65535 ,  157.190.94.38,8546  
1489,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 179.110.15.153,52351 ,  157.190.54.14,23    
1490,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   86.42.46.130,49435 , 157.190.128.30,9100  
1491,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   184.154.47.3,48571 , 157.190.231.81,2000  
1492,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  , 157.190.50.245,5060  
1493,2017-10-23 16:19:35.343,0.0, TCP,......,0,0,1467,1.0, 157.190.33.200,55364 , 52.179.126.182,443   
1494,2017-10-23 16:19:35.343,0.0, TCP,......,0,0,1467,1.0, 157.190.33.200,55364 , 52.179.126.182,443   
1495,2017-10-23 16:19:40.054,0.0, TCP,......,0,0,1281,1.0,   172.28.9.177,61537 , 209.85.202.108,993   
1496,2017-10-23 16:19:40.054,0.0, TCP,......,0,0,1281,1.0,   172.28.9.177,61537 , 209.85.202.108,993   
1497,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  116.72.15.202,36951 , 157.190.104.29,2323  
1498,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   80.15.23.163,63057 , 157.190.50.177,445   
1499,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,157.190.165.216,5522  
1500,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.15.104,16403 , 17.173.254.222,16385 
1501,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  27.114.132.22,61802 ,157.190.253.170,22    
1502,2017-10-23 16:19:40.864,0.0, UDP,......,0,0,0,1.0,  172.28.28.252,51921 ,    193.1.186.3,53    
1503,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 184.173.153.45,11765 ,   157.190.3.45,25    
1504,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 177.43.182.172,16750 ,157.190.157.152,23    
1505,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0, 157.190.45.158,57985 ,     31.13.90.6,80    
1506,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  , 157.190.50.248,5060  
1507,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   77.72.82.182,59192 ,157.190.221.205,5900  
1508,2017-10-23 16:19:40.904,0.0, TCP,......,0,0,0,1.0,  80.103.13.178,11682 , 157.190.23.166,443   
1509,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.24.133,56152 ,    192.168.1.7,8611  
1510,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  223.68.134.29,4490  ,  157.190.10.51,2222  
1511,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,198.143.133.157,42443 ,   157.190.4.82,2332  
1512,2017-10-23 16:19:40.814,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65191 , 108.177.119.94,80    
1513,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   155.4.14.125,2969  ,   157.190.93.2,23    
1514,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 81.154.140.146,60333 , 157.190.146.66,23    
1515,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 121.227.255.40,16903 ,  157.190.64.94,23    
1516,2017-10-23 16:19:40.864,0.0, UDP,......,0,0,0,1.0,   172.28.8.162,48333 ,    193.1.186.2,53    
1517,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   91.247.38.64,54262 ,157.190.115.243,200   
1518,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54205 ,   52.1.104.140,443   
1519,2017-10-23 16:19:40.894,0.0, UDP,......,0,0,0,1.0, 157.190.145.79,65126 ,    193.1.186.2,53    
1520,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,122.174.243.157,1235  , 157.190.157.86,2323  
1521,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,141.212.122.109,60161 ,  157.190.63.30,1900  
1522,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.156.97,48240 , 157.190.123.76,2211  
1523,2017-10-23 16:19:40.934,0.0, TCP,......,0,0,0,1.0,  172.28.22.237,35967 ,  209.85.202.95,443   
1524,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.25.73,54708 ,  47.73.170.210,5094  
1525,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 165.227.146.70,41103 ,157.190.213.170,8081  
1526,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 165.227.146.70,41103 ,157.190.213.182,8081  
1527,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   109.79.63.56,65119 ,  157.190.23.33,8014  
1528,2017-10-23 16:19:40.954,0.0, UDP,......,0,0,0,1.0, 157.190.152.61,64597 ,   192.168.1.10,8612  
1529,2017-10-23 16:19:40.664,0.0, TCP,......,0,0,2330,1.0,  80.103.13.178,13343 , 157.190.23.166,443   
1530,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 177.143.60.155,54679 ,  157.190.40.76,2323  
1531,2017-10-23 16:19:40.794,0.0, TCP,......,0,0,0,1.0,  172.28.17.228,50581 ,  93.184.216.34,80    
1532,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 110.78.175.218,43427 ,157.190.133.224,23    
1533,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.0.172,50246 ,   17.172.34.45,993   
1534,2017-10-23 16:19:37.333,0.0, TCP,......,0,0,0,1.0, 157.190.33.163,56095 ,     31.13.90.2,443   
1535,2017-10-23 16:18:35.730,0.0, TCP,......,0,0,1108,1.0, 157.190.33.163,56095 ,     31.13.90.2,443   
1536,2017-10-23 16:19:40.804,0.0, TCP,......,0,0,0,1.0,  157.190.32.80,46331 ,  65.52.108.154,443   
1537,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  37.208.44.173,46828 ,157.190.109.211,1433  
1538,2017-10-23 16:19:40.834,0.0, TCP,......,0,0,0,1.0, 157.190.128.88,59798 ,   162.125.34.6,443   
1539,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 108.61.191.181,48319 ,157.190.212.151,8822  
1540,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   5.29.135.198,11407 , 157.190.227.74,22    
1541,1970-01-01 01:00:00.000,0.0, ICMP6 ,......,0,0,0,1.0,fe80::8..04:8965.0     ,0, 157.190.227.74,0
1542,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0,  157.190.35.48,51987 ,    87.32.97.11,80    
1543,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0, 157.190.40.108,61712 ,   13.90.43.111,443   
1544,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    2.60.84.201,39145 ,  157.190.41.52,23    
1545,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.153.18,48329 ,157.190.132.138,9922  
1546,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 165.227.146.70,41103 ,157.190.213.149,8081  
1547,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.5.89,48269 ,  47.73.170.156,5094  
1548,2017-10-23 16:19:40.844,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,40684 ,  104.16.37.116,80    
1549,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  109.248.9.246,42956 ,157.190.101.109,244   
1550,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   58.119.6.147,36877 , 157.190.131.54,23    
1551,2017-10-23 16:19:40.874,0.0, TCP,......,0,0,0,1.0, 157.190.40.136,52111 , 209.85.202.100,80    
1552,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54204 ,   52.209.4.121,443   
1553,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  191.37.227.74,23568 , 157.190.21.254,23    
1554,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  85.96.180.129,58086 , 157.190.18.140,23    
1555,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 69.172.216.111,443   , 157.190.46.200,53415 
1556,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 43.227.226.232,25848 , 157.190.36.234,23    
1557,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 117.247.62.222,48261 ,157.190.252.164,23    
1558,2017-10-23 16:19:40.924,0.0, TCP,......,0,0,0,1.0, 157.190.40.136,52112 ,   104.244.42.3,443   
1559,2017-10-23 16:19:40.944,0.0, TCP,......,0,0,0,1.0,  172.28.12.210,42165 , 209.85.202.100,443   
1560,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.10.238,61606 , 217.146.26.212,5938  
1561,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 208.118.21.157,54364 ,157.190.146.135,9000  
1562,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 108.61.191.181,48319 ,157.190.212.184,8822  
1563,2017-10-23 16:19:40.964,0.0, TCP,......,0,0,0,1.0, 157.190.153.83,57260 ,    31.13.90.36,443   
1564,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    77.72.82.80,44923 ,157.190.187.193,4820  
1565,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  , 157.190.50.251,5060  
1566,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54203 ,   52.209.4.121,443   
1567,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65193 ,  209.85.202.94,443   
1568,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 177.43.182.172,16750 ,157.190.157.152,23    
1569,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.153.18,48329 , 157.190.49.174,9922  
1570,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,101.251.213.198,5864  , 157.190.116.36,23    
1571,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    45.77.107.8,48310 , 157.190.238.77,7722  
1572,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 185.93.242.112,3841  , 157.190.129.64,23    
1573,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   169.1.38.249,27166 , 157.190.76.114,23    
1574,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 172.90.112.105,42654 ,  157.190.84.80,23    
1575,2017-10-23 16:19:40.944,0.0, TCP,......,0,0,0,1.0,  172.28.22.237,41354 ,  216.58.198.78,443   
1576,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 187.107.242.63,23042 , 157.190.103.83,23    
1577,2017-10-23 16:19:40.964,0.0, TCP,......,0,0,0,1.0,   172.28.19.91,63420 ,   108.59.84.74,443   
1578,2017-10-23 16:19:40.974,0.0, UDP,......,0,0,0,1.0,   157.190.3.45,51108 ,  216.239.34.10,53    
1579,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 185.188.207.12,44412 ,157.190.148.140,53413 
1580,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,     201.95.7.7,54055 ,157.190.200.242,23    
1581,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.2.35,59373 ,   157.240.1.18,443   
1582,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    5.188.86.55,43017 , 157.190.219.87,4011  
1583,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  150.129.53.95,30875 , 157.190.99.145,23    
1584,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 108.61.191.181,48319 ,157.190.182.204,8822  
1585,2017-10-23 16:19:40.884,0.0, TCP,......,0,0,0,1.0, 157.190.147.73,54202 ,  34.248.66.236,443   
1586,2017-10-23 16:19:40.894,0.0, TCP,......,0,0,0,1.0,157.190.248.154,65194 , 209.85.202.132,443   
1587,1970-01-01 01:00:00.000,0.0, ICMP6 ,......,0,0,0,1.0,fe80::1..1d:c05f.0     ,0, 209.85.202.132,0
1588,2017-10-23 16:19:40.914,0.0, TCP,......,0,0,0,1.0,  172.28.27.141,51998 , 165.193.93.104,80    
1589,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.31.17,52541 ,  47.73.170.225,5094  
1590,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,123.201.248.195,8408  , 157.190.42.227,23    
1591,2017-10-23 16:19:40.934,0.0, TCP,......,0,0,0,1.0,  172.28.28.176,36898 ,     31.13.90.1,443   
1592,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 185.188.207.12,50398 ,157.190.141.154,53413 
1593,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 191.178.213.26,35820 , 157.190.23.152,23    
1594,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  201.93.158.92,25112 ,157.190.133.188,23    
1595,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    172.28.7.71,123   ,  17.253.34.125,123   
1596,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  101.236.24.78,19002 ,  157.190.120.2,22    
1597,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  119.10.73.219,60650 , 157.190.129.71,10022 
1598,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.31.17,45981 ,  47.73.170.188,5094  
1599,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    77.72.82.80,44923 ,157.190.146.193,4820  
1600,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 123.201.32.177,31465 ,  157.190.11.42,23    
1601,2017-10-23 16:19:41.004,0.0, UDP,......,0,0,0,1.0,  172.28.30.126,49627 ,    193.1.186.2,53    
1602,2017-10-23 16:19:41.014,0.0, UDP,......,0,0,0,1.0,  172.28.26.217,42196 ,    193.1.186.3,53    
1603,2017-10-23 16:19:40.854,0.0, TCP,......,0,0,0,1.0, 157.190.41.114,64028 ,  54.230.31.224,443   
1604,2017-10-23 16:19:40.854,0.0, TCP,......,0,0,0,1.0, 157.190.41.114,64030 ,  54.230.31.224,443   
1605,2017-10-23 16:19:40.854,0.0, UDP,......,0,0,0,1.0, 157.190.137.71,52415 , 209.85.202.139,443   
1606,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 117.164.178.49,57271 , 157.190.41.154,2323  
1607,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 , 157.190.54.175,5522  
1608,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  36.107.133.34,38021 ,157.190.220.186,2323  
1609,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,190.210.215.175,44189 , 157.190.142.30,1433  
1610,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,192.223.114.222,60551 ,157.190.202.161,23    
1611,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.2.35,59372 ,   157.240.1.36,443   
1612,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   27.212.89.98,17762 , 157.190.47.143,23    
1613,2017-10-23 16:19:40.914,0.0, TCP,......,0,0,0,1.0,    172.28.22.4,53860 , 216.58.212.163,80    
1614,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   188.17.32.25,56903 , 157.190.85.220,23    
1615,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,119.181.147.154,47584 , 157.190.251.85,2323  
1616,2017-10-23 16:19:40.994,0.0, TCP,......,0,0,0,1.0,  172.28.25.123,55605 ,    35.202.9.74,443 
1618,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 202.134.152.76,55970 , 157.190.101.39,23    
1619,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.2.35,59373 ,   157.240.1.18,443   
1620,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   177.32.45.90,53606 ,  157.190.31.80,23    
1621,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   91.247.38.64,54262 ,  157.190.207.7,700   
1622,2017-10-23 16:19:40.854,0.0, TCP,......,0,0,0,1.0, 157.190.41.114,64033 ,  54.230.31.224,443   
1623,2017-10-23 16:19:40.854,0.0, UDP,......,0,0,0,1.0,   172.28.14.59,39086 ,    193.1.186.2,53    
1624,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.31.17,52761 ,  47.73.170.213,5094  
1625,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    95.18.143.1,2427  ,  157.190.240.9,23    
1626,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,191.254.163.229,45171 , 157.190.145.77,23    
1627,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  69.116.227.87,38123 ,  157.190.76.49,9000  
1628,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,186.150.130.228,56492 , 157.190.38.216,23    
