,Proto,Flows,Bytes,src_ips,dst_ips
2475,TCP,1.0,0,     14.134.3.4, 157.190.182.46
2476,TCP,1.0,0,   77.72.82.182,  157.190.60.30
2477,TCP,1.0,3804,  172.28.27.141, 165.193.93.104
2478,TCP,1.0,0,110.250.147.223,157.190.190.127
2479,TCP,1.0,0, 157.190.40.136, 104.244.43.145
2480,TCP,1.0,0, 113.130.247.66,157.190.127.196
2481,TCP,1.0,0,  172.28.22.197,  17.252.60.166
2482,TCP,1.0,28879,   172.28.14.59, 209.85.202.153
2483,TCP,1.0,28879,   172.28.14.59, 209.85.202.153
2484,TCP,1.0,0,   219.246.71.4,157.190.217.162
2485,TCP,1.0,0, 220.178.38.230, 157.190.21.249
2486,UDP,1.0,0,157.190.128.103,    193.1.186.2
2487,TCP,1.0,0,  121.233.25.66, 157.190.115.77
2488,TCP,1.0,0, 219.91.202.106,157.190.217.173
2489,TCP,1.0,0, 157.190.40.136, 108.177.119.94
2490,UDP,1.0,0,   172.28.21.24, 17.173.254.222
2491,UDP,1.0,0,   172.28.21.24, 17.173.254.223
2492,TCP,1.0,0,  66.240.205.34,157.190.147.106
2493,TCP,1.0,0,   45.77.156.97,157.190.161.214
2494,TCP,1.0,0,    5.188.86.55,157.190.252.132
2495,TCP,1.0,0,  172.28.25.136,    40.77.229.3
2496,TCP,1.0,4957,  172.28.25.136,    40.77.229.3
2497,TCP,1.0,0,  172.28.22.129,  47.73.170.245
2498,ICMP6,1.0,0,fe80::c..93:37e5.0     ,  47.73.170.245
2499,UDP,1.0,0,  172.28.26.247, 17.173.254.222
2500,TCP,1.0,0,  172.28.22.197,  17.252.60.140
2501,UDP,1.0,0,  172.28.14.253,    193.1.186.2
2502,TCP,1.0,0,   172.28.22.25, 130.211.22.160
2503,TCP,1.0,0, 220.171.34.138,157.190.222.188
2504,TCP,1.0,0,216.158.238.186,157.190.134.114
2505,TCP,1.0,96, 157.190.40.108,   13.90.43.111
2506,TCP,1.0,96, 157.190.40.108,   13.90.43.111
2507,TCP,1.0,0,  172.28.31.181, 54.235.246.134
2508,TCP,1.0,0,114.219.119.176,  157.190.96.18
2509,TCP,1.0,0,114.219.119.176,  157.190.96.18
2510,TCP,1.0,0,  124.88.64.198,157.190.136.243
2511,TCP,1.0,0,    77.72.82.80, 157.190.19.109
2512,TCP,1.0,0, 222.217.224.69, 157.190.79.185
2513,TCP,1.0,0,  91.209.65.151, 157.190.52.207
2514,TCP,1.0,0,  109.248.9.246,157.190.213.193
2515,TCP,1.0,0,  187.103.11.44,157.190.118.185
2516,TCP,1.0,0,191.101.167.243,157.190.229.112
2517,TCP,1.0,0,    5.188.86.55,157.190.144.182
2518,TCP,1.0,0, 157.190.34.105,   23.100.86.91
2519,TCP,1.0,2477, 157.190.34.105,   23.100.86.91
2520,UDP,1.0,0,  92.42.107.139,   157.190.51.6
2521,TCP,1.0,0, 157.190.40.136,108.177.119.106
2522,TCP,1.0,0,   91.247.38.64,157.190.215.171
2523,UDP,1.0,0,  172.28.16.155,    193.1.186.2
2524,TCP,1.0,0,   45.63.64.120,  157.190.48.57
2525,TCP,1.0,0, 219.91.155.131,  157.190.40.69
2526,TCP,1.0,0,  110.240.2.235,157.190.253.101
2527,UDP,1.0,0, 165.227.110.69, 157.190.151.85
2528,UDP,1.0,0,  92.42.107.139,   157.190.51.4
2529,TCP,1.0,0,187.104.200.127,157.190.203.144
2530,TCP,1.0,0, 179.99.138.181, 157.190.89.154
2531,TCP,1.0,0, 201.179.24.239, 157.190.148.92
2532,TCP,1.0,881,  172.28.13.164,  178.250.2.108
2533,TCP,1.0,881,  172.28.13.164,  178.250.2.108
2534,TCP,1.0,0, 157.190.140.65,  104.31.65.208
2535,UDP,1.0,0,  172.28.22.237,    193.1.186.2
2536,TCP,1.0,1049, 157.190.45.142, 173.194.158.77
2537,TCP,1.0,1049, 157.190.45.142, 173.194.158.77
2538,TCP,1.0,0,  172.28.15.118, 54.235.134.171
2539,TCP,1.0,0,  45.77.155.251, 157.190.24.231
2540,TCP,1.0,0, 191.101.167.77,  157.190.70.51
2541,TCP,1.0,0,  45.77.155.251,157.190.120.117
2542,TCP,1.0,0,  45.77.111.161, 157.190.63.180
2543,TCP,1.0,0,  172.28.26.179,  47.73.170.242
2544,TCP,1.0,1181,   172.28.27.46,   54.229.4.156
2545,TCP,1.0,1181,   172.28.27.46,   54.229.4.156
2546,TCP,1.0,0,   172.28.3.209,  47.73.170.213
2547,TCP,1.0,0,    172.28.2.35,   157.240.1.13
2548,UDP,1.0,0,    172.28.5.66, 209.85.202.153
2549,TCP,1.0,293,    172.28.5.66, 209.85.202.153
2550,TCP,1.0,293,    172.28.5.66, 209.85.202.153
2551,UDP,1.0,0,    172.28.5.66, 209.85.202.153
2552,UDP,1.0,0,  172.28.22.197,    193.1.186.2
2553,TCP,1.0,0, 187.180.99.175,157.190.107.252
2554,UDP,1.0,0,   157.190.3.45,    192.33.4.12
2555,TCP,1.0,0,122.114.169.212, 157.190.79.125
2556,TCP,1.0,0,  172.28.22.197,  17.252.60.155
2557,UDP,1.0,0,  172.28.17.200,    193.1.186.2
2558,UDP,1.0,0,  172.28.22.129,    193.1.186.2
2559,TCP,1.0,0, 116.196.80.253, 157.190.59.216
2560,TCP,1.0,0,  172.28.15.118, 54.235.134.171
2561,UDP,1.0,0,   172.28.27.46,    193.1.186.2
2562,TCP,1.0,0,  172.28.27.159,    192.168.1.3
2563,TCP,1.0,0,   45.63.64.120,  157.190.45.88
2564,TCP,1.0,0,  115.19.135.23, 157.190.41.117
2565,TCP,1.0,5211,   172.28.3.216, 17.248.149.200
2566,TCP,1.0,5211,   172.28.3.216, 17.248.149.200
2567,TCP,1.0,0,   172.28.22.70,  209.85.202.93
2568,TCP,1.0,0,  172.28.20.253,  47.73.170.242
2569,TCP,1.0,0,  172.28.24.107, 35.186.206.234
2570,TCP,1.0,0,  37.200.19.230,157.190.198.214
2571,TCP,1.0,0, 157.190.33.174,    199.96.57.6
2572,TCP,1.0,0, 157.190.45.158,104.196.212.162
2573,TCP,1.0,0,  172.28.22.237, 209.85.202.132
2574,TCP,1.0,0,  60.243.41.106,  157.190.10.49
2575,TCP,1.0,0,  220.169.63.94,  157.190.59.87
2576,TCP,1.0,0, 157.190.45.158, 209.85.202.113
2577,TCP,1.0,0,   172.28.19.91,   108.59.84.74
2578,UDP,1.0,0,  172.28.28.242,    193.1.186.2
2579,ICMP6,1.0,0,fe80::c..93:145e.0     ,    193.1.186.2
2580,TCP,1.0,0,   103.39.31.35,157.190.158.114
2581,TCP,1.0,809,  172.28.30.123,  17.167.152.13
2582,TCP,1.0,0,  172.28.22.197,  17.252.60.160
2583,UDP,1.0,0,  172.28.26.247, 17.173.254.223
2584,TCP,1.0,0,  172.28.26.217, 204.79.197.203
2585,TCP,1.0,0,   77.53.36.196, 157.190.77.251
2586,TCP,1.0,0,   59.127.38.90,157.190.115.107
2587,UDP,1.0,0,   172.28.17.69, 17.173.254.222
2588,UDP,1.0,0,   157.190.3.45,  192.42.176.30
2589,TCP,1.0,0, 165.227.146.70,  157.190.254.2
2590,TCP,1.0,0, 219.246.95.138,157.190.179.223
2591,TCP,1.0,5521,   172.28.19.91, 209.85.202.153
2592,TCP,1.0,5521,   172.28.19.91, 209.85.202.153
2593,TCP,1.0,0, 157.190.45.158,  37.252.172.70
2594,TCP,1.0,0,216.158.238.186,  157.190.22.73
2595,TCP,1.0,0,  159.146.11.55,  157.190.64.23
2596,TCP,1.0,0,   187.192.11.8, 157.190.220.46
2597,TCP,1.0,0,  120.11.88.202,157.190.247.156
2598,TCP,1.0,401,  172.28.26.217, 204.79.197.203
2599,TCP,1.0,401,  172.28.26.217, 204.79.197.203
2600,TCP,1.0,210,157.190.150.114,  85.115.52.201
2601,TCP,1.0,210,157.190.150.114,  85.115.52.201
2602,UDP,1.0,0,  172.28.22.145, 17.173.254.223
2603,TCP,1.0,0, 203.130.20.206,157.190.180.123
2604,TCP,1.0,0,  172.28.22.197,  17.252.60.144
2605,TCP,1.0,383, 157.190.140.65,  104.31.65.208
2606,TCP,1.0,383, 157.190.140.65,  104.31.65.208
2607,TCP,1.0,37,   172.28.9.180,  46.183.240.21
2608,TCP,1.0,1869,   172.28.9.180,  46.183.240.21
2609,TCP,1.0,0,  172.28.22.216, 108.177.119.94
2610,TCP,1.0,1935,  172.28.22.216, 108.177.119.94
2611,TCP,1.0,0,  172.28.17.200,    31.13.90.37
2612,TCP,1.0,0, 157.190.140.65,  104.31.65.208
2613,UDP,1.0,0, 185.188.207.12,157.190.127.118
2614,TCP,1.0,0,  94.102.49.190,157.190.110.138
2615,UDP,1.0,0,  172.28.28.242,  209.85.202.95
2616,UDP,1.0,0,   172.28.19.91,    193.1.186.2
2617,TCP,1.0,0,   71.6.146.185,  157.190.95.74
2618,TCP,1.0,0,216.158.238.186, 157.190.98.203
2619,TCP,1.0,0, 183.82.146.101,  157.190.71.69
2620,UDP,1.0,0,  92.42.107.139,   157.190.51.7
2621,TCP,1.0,0, 122.82.178.155,157.190.150.233
2622,TCP,1.0,0, 157.190.40.136, 104.244.43.145
2623,TCP,1.0,0,    5.188.86.55, 157.190.27.125
2624,TCP,1.0,0,     172.28.8.2, 209.85.202.153
2625,TCP,1.0,0,   172.28.25.73,  47.73.170.210
2626,TCP,1.0,0,101.251.213.198,157.190.190.145
2627,TCP,1.0,0, 123.122.82.193,  157.190.6.101
2628,TCP,1.0,0, 157.190.45.158,  54.192.28.136
2629,TCP,1.0,224,    172.28.7.51,  52.52.203.206
2630,TCP,1.0,224,    172.28.7.51,  52.52.203.206
2631,TCP,1.0,0,  103.8.166.109, 157.190.90.149
2632,TCP,1.0,0,  172.28.22.197,   17.252.60.29
2633,TCP,1.0,0,113.190.157.134, 157.190.73.208
2634,TCP,1.0,0, 222.82.234.130, 157.190.17.113
2635,TCP,1.0,0,   172.28.4.146, 209.85.202.125
2636,TCP,1.0,0,    5.188.86.55, 157.190.145.39
2637,TCP,1.0,0,   60.10.182.43,157.190.223.119
2638,TCP,1.0,0,    172.28.7.51,    13.57.82.89
2639,TCP,1.0,0, 188.166.11.131,157.190.158.227
2640,TCP,1.0,0,    172.28.5.89,  47.73.170.213
2641,TCP,1.0,0, 108.61.191.181, 157.190.29.201
2642,TCP,1.0,0,191.101.167.250,157.190.119.108
2643,TCP,1.0,0,  172.28.22.197,    17.252.60.9
2644,TCP,1.0,0, 119.48.128.249,157.190.244.192
2645,UDP,1.0,0,   172.28.17.69, 17.173.254.222
2646,TCP,1.0,0, 157.190.34.201, 40.114.149.220
2647,TCP,1.0,34501, 157.190.34.201, 40.114.149.220
2648,TCP,1.0,0,  172.28.14.253,    31.13.90.34
2649,UDP,1.0,0,    172.28.9.31,  17.253.52.253
2650,TCP,1.0,0,   71.6.165.200,157.190.196.156
2651,TCP,1.0,0, 110.234.74.188, 157.190.74.182
2652,TCP,1.0,0, 157.190.45.158,  37.252.172.70
2653,TCP,1.0,0,    153.36.8.71,157.190.242.242
2654,UDP,1.0,0,  172.28.29.208,    52.28.53.20
2655,TCP,1.0,0, 157.190.39.202, 209.85.202.155
2656,TCP,1.0,2212, 157.190.39.202, 209.85.202.155
2657,TCP,1.0,0, 49.143.185.123,157.190.161.211
2658,TCP,1.0,0, 108.61.191.181,157.190.121.132
2659,UDP,1.0,0,   157.190.3.45,  193.1.247.198
2660,TCP,1.0,0, 122.96.140.194,  157.190.85.24
2661,TCP,1.0,0, 202.61.120.122,157.190.224.111
2662,TCP,1.0,0,  172.28.17.200,     31.13.90.2
2663,TCP,1.0,0, 157.190.148.83,  46.137.84.139
2664,TCP,1.0,0, 157.190.148.83,  46.137.84.139
2665,TCP,1.0,0, 157.190.148.83,  46.137.84.139
2666,TCP,1.0,1230, 157.190.33.105,  65.52.108.154
2667,TCP,1.0,1230, 157.190.33.105,  65.52.108.154
2668,TCP,1.0,0, 139.162.71.210,157.190.235.208
2669,TCP,1.0,0,   45.63.74.105, 157.190.84.160
2670,TCP,1.0,0, 178.118.115.31,157.190.213.186
2671,TCP,1.0,0, 202.134.169.14,157.190.224.115
2672,UDP,1.0,0,  172.28.29.208,    52.28.53.20
2673,TCP,1.0,0,158.140.138.163,157.190.152.140
2674,TCP,1.0,0, 108.61.191.181, 157.190.29.248
2675,TCP,1.0,0,139.199.100.170, 157.190.175.99
2676,TCP,1.0,0,  220.169.63.94,  157.190.59.66
2677,TCP,1.0,0, 101.67.251.188,157.190.221.204
2678,TCP,1.0,0, 73.134.221.245,   157.190.8.62
2679,TCP,1.0,0,  27.203.224.45,157.190.126.140
2680,UDP,1.0,0,   157.190.3.45,  212.79.255.28
2681,TCP,1.0,0,  189.18.232.67,157.190.144.180
2682,UDP,1.0,0,   172.28.22.25,    193.1.186.2
2683,UDP,1.0,0,   157.190.3.45,   81.88.63.115
2684,TCP,1.0,0,   77.72.82.182, 157.190.59.205
2685,UDP,1.0,0,   172.28.21.24, 17.173.254.222
2686,TCP,1.0,0,  172.28.22.129,  47.73.170.213
2687,TCP,1.0,0,    45.77.107.8, 157.190.17.135
2688,TCP,1.0,0,   110.17.60.58, 157.190.230.76
2689,TCP,1.0,0,  24.90.132.219,157.190.102.206
2690,UDP,1.0,0,  172.28.24.201, 157.56.120.207
2691,TCP,1.0,0, 89.248.167.131, 157.190.79.222
2692,TCP,1.0,0, 108.61.191.181, 157.190.29.165
2693,TCP,1.0,0,   172.28.27.12, 209.85.202.153
2694,TCP,1.0,0, 173.62.190.165, 157.190.26.195
2695,TCP,1.0,0,  60.243.31.102,   157.190.71.9
2696,TCP,1.0,1230, 157.190.34.118,  65.52.108.154
2697,TCP,1.0,1230, 157.190.34.118,  65.52.108.154
2698,TCP,1.0,1101, 157.190.38.211,   104.46.38.64
2699,TCP,1.0,1101, 157.190.38.211,   104.46.38.64
2700,TCP,1.0,0,    119.10.55.4, 157.190.171.16
2701,TCP,1.0,0,  125.46.52.194, 157.190.170.40
2702,TCP,1.0,0,  172.28.22.197,  17.252.60.164
2703,TCP,1.0,0,  157.190.44.45,   23.38.218.10
2704,TCP,1.0,0, 201.254.147.38, 157.190.83.137
2705,ICMP6,1.0,0,fe80::a..e9:9088.0     , 157.190.83.137
2706,TCP,1.0,0,  172.28.17.200,     31.13.90.2
2707,TCP,1.0,0,  46.32.229.119, 157.190.241.63
2708,UDP,1.0,0,   172.28.25.71, 216.58.212.131
2709,TCP,1.0,0, 179.97.130.171,  157.190.8.104
2710,TCP,1.0,0,216.158.238.186,  157.190.98.82
2711,TCP,1.0,0,  209.126.136.5, 157.190.22.136
2712,UDP,1.0,0,157.190.137.121,   192.168.1.22
2713,TCP,1.0,0, 117.248.106.75, 157.190.34.170
2714,UDP,1.0,0, 185.188.207.12,  157.190.72.74
2715,TCP,1.0,0,   71.6.167.142,157.190.133.249
2716,TCP,1.0,0,    77.72.82.16,157.190.161.158
2717,TCP,1.0,0,  172.28.27.128,  47.73.170.225
2718,TCP,1.0,0,  172.28.16.155,     31.13.90.1
2719,TCP,1.0,0,  165.73.122.29,  157.190.57.14
2720,TCP,1.0,0,   45.63.64.120,157.190.139.199
2721,TCP,1.0,0,   45.63.64.120, 157.190.48.163
2722,TCP,1.0,0, 158.140.167.23, 157.190.39.151
2723,TCP,1.0,0,   172.28.31.17,  47.73.170.188
2724,TCP,1.0,0,  94.206.183.98, 157.190.45.109
2725,TCP,1.0,0,  157.190.35.49,169.254.169.254
2726,TCP,1.0,0,  178.62.61.127,  157.190.5.244
2727,TCP,1.0,0,216.158.238.186,  157.190.76.74
2728,TCP,1.0,0,   116.74.71.43, 157.190.99.108
2729,TCP,1.0,1, 157.190.35.130, 209.85.202.138
2730,TCP,1.0,408, 157.190.35.130, 209.85.202.138
2731,TCP,1.0,0,  172.28.22.248, 209.85.202.139
2732,TCP,1.0,0, 123.160.106.69,157.190.178.210
2733,UDP,1.0,0,  92.42.107.139,   157.190.51.9
2734,TCP,1.0,0,   119.10.11.61, 157.190.109.66
2735,TCP,1.0,0,  172.28.26.179,  47.73.170.245
2736,TCP,1.0,0,  172.28.22.197,   17.252.60.26
2737,TCP,1.0,0, 157.190.40.136, 108.177.119.94
2738,TCP,1.0,0, 203.147.76.225,157.190.145.216
2739,TCP,1.0,0,  172.28.15.118, 54.235.134.171
2740,TCP,1.0,0,   169.1.33.161,  157.190.79.81
2741,TCP,1.0,0,  172.28.22.237, 209.85.202.155
2742,UDP,1.0,0, 192.26.136.242,  157.190.33.56
2743,TCP,1.0,0,  149.255.35.79,  157.190.39.73
2744,TCP,1.0,0,    172.28.4.72,  40.101.76.114
2745,UDP,1.0,0,   172.28.7.247,     54.72.5.20
2746,UDP,1.0,0,  172.28.12.138,    193.1.186.3
2747,TCP,1.0,0,   172.28.2.185, 17.167.192.225
2748,TCP,1.0,0,   172.28.2.185, 17.167.192.225
2749,TCP,1.0,0,218.250.202.147,157.190.133.125
2750,UDP,1.0,0,  92.42.107.139,   157.190.51.8
2751,TCP,1.0,0,   172.28.25.73,  47.73.170.213
2752,TCP,1.0,0,   172.28.31.17,  47.73.170.210
2753,TCP,1.0,0, 181.167.68.137,  157.190.58.91
2754,UDP,1.0,0, 141.212.122.74, 157.190.231.44
2755,UDP,1.0,0,  172.28.22.237,    193.1.186.2
2756,TCP,1.0,0,191.101.167.251,157.190.172.132
2757,TCP,1.0,0, 31.162.131.183,   157.190.0.18
2758,UDP,1.0,0,   172.28.22.37,   87.38.167.10
2759,TCP,1.0,0,  94.25.168.248,157.190.183.190
2760,TCP,1.0,0, 157.190.43.202,   23.100.86.91
2761,TCP,1.0,0,   45.63.64.120, 157.190.44.197
2762,TCP,1.0,0, 179.41.166.212,157.190.123.223
2763,TCP,1.0,0,182.253.200.206,  157.190.86.89
2764,UDP,1.0,0,  172.28.24.133,    192.168.1.9
2765,TCP,1.0,0,  81.227.60.156,157.190.102.235
2766,TCP,1.0,0,    172.28.5.89,  47.73.170.156
2767,UDP,1.0,0,   172.28.8.159,    193.1.186.2
2768,TCP,1.0,0, 157.190.45.158,  54.192.28.183
2769,TCP,1.0,0, 157.190.45.158,  54.192.28.183
2770,TCP,1.0,0, 181.221.176.21,  157.190.39.23
2771,TCP,1.0,0, 185.165.29.198,157.190.194.252
2772,UDP,1.0,0,  172.28.29.208,    52.28.53.20
2773,TCP,1.0,0,    112.82.58.8, 157.190.228.36
2774,TCP,1.0,0,  116.73.194.62,157.190.246.208
2775,TCP,1.0,0, 198.58.110.199,  157.190.16.59
2776,TCP,1.0,0, 131.255.123.98,157.190.155.240
2777,TCP,1.0,0,  109.248.9.246, 157.190.236.95
2778,TCP,1.0,2686,  157.190.37.68,  13.68.215.215
2779,TCP,1.0,2686,  157.190.37.68,  13.68.215.215
2780,TCP,1.0,0,  72.139.17.146, 157.190.32.215
2781,UDP,1.0,0,  157.190.23.19, 172.28.244.250
2782,TCP,1.0,0,    66.31.42.60,157.190.226.254
2783,TCP,1.0,0, 46.101.161.132,157.190.176.114
2784,TCP,1.0,0,   103.55.78.54,157.190.162.106
2785,TCP,1.0,0, 185.165.29.198, 157.190.216.47
2786,TCP,1.0,0,   172.28.3.219, 209.85.202.101
2787,UDP,1.0,0,   172.28.7.247,   157.190.20.4
2788,TCP,1.0,0, 77.243.112.226,157.190.146.165
2789,TCP,1.0,0,   172.28.14.59,  34.196.47.203
2790,TCP,1.0,0,223.244.238.114, 157.190.202.34
2791,TCP,1.0,0,  27.36.153.209, 157.190.99.250
2792,TCP,1.0,0,  172.28.27.141, 165.193.93.104
2793,UDP,1.0,0,   172.28.14.59,    193.1.186.2
2794,TCP,1.0,0,   71.6.146.186,  157.190.34.68
2795,TCP,1.0,0,   115.97.13.57, 157.190.164.84
2796,TCP,1.0,0,191.101.167.250,157.190.136.217
2797,UDP,1.0,0,  172.28.29.110,    193.1.186.2
2798,UDP,1.0,0,   172.28.8.159,    193.1.186.3
2799,ICMP6,1.0,0,fe80::1..e8:f3a6.0     ,    193.1.186.3
2800,TCP,1.0,0,  60.254.126.80,157.190.150.208
2801,ICMP6,1.0,0,fe80::4..f7:806e.0     ,157.190.150.208
2802,TCP,1.0,0, 88.222.225.100, 157.190.182.47
2803,TCP,1.0,0,198.143.133.156, 157.190.126.34
2804,TCP,1.0,0, 157.190.40.136,  209.85.202.95
2805,TCP,1.0,0,  172.28.28.202, 216.58.211.170
2806,TCP,1.0,2873,  172.28.28.202, 216.58.211.170
2807,TCP,1.0,0,   172.28.9.198,   17.154.66.74
2808,UDP,1.0,0, 172.28.245.163,    193.1.186.2
2809,TCP,1.0,809,  172.28.30.123,  17.167.152.13
2810,UDP,1.0,0,   157.190.3.45,  85.233.160.78
2811,TCP,1.0,1, 157.190.35.210, 209.85.202.132
2812,TCP,1.0,2092, 157.190.35.210, 209.85.202.132
2813,TCP,1.0,0,  123.133.65.58,157.190.192.181
2814,TCP,1.0,0,  112.255.36.83, 157.190.180.95
2815,TCP,1.0,1, 157.190.35.130,  216.58.198.72
2816,TCP,1.0,847, 157.190.35.130,  216.58.198.72
2817,TCP,1.0,0,  189.149.41.75, 157.190.34.103
2818,TCP,1.0,0,  45.77.155.251,  157.190.54.67
2819,TCP,1.0,0,  45.77.155.192,157.190.174.205
2820,TCP,1.0,0,   45.77.153.18,  157.190.65.11
2821,TCP,1.0,0, 179.111.171.86,157.190.217.140
2822,TCP,1.0,0,   172.28.31.17,  47.73.170.242
2823,TCP,1.0,84913, 157.190.153.94,   23.92.190.68
2824,TCP,1.0,84913, 157.190.153.94,   23.92.190.68
2825,TCP,1.0,0,191.184.160.197,157.190.192.234
2826,TCP,1.0,0, 116.74.127.175, 157.190.88.138
2827,TCP,1.0,0,  172.28.26.179,  47.73.170.213
2828,TCP,1.0,0, 139.199.183.24, 157.190.143.42
2829,TCP,1.0,0,    172.28.5.89,  47.73.170.245
2830,UDP,1.0,0,  172.28.28.242,  209.85.202.93
2831,TCP,1.0,0, 213.14.147.119,157.190.162.159
2832,TCP,1.0,192,   172.28.3.219, 209.85.202.101
2833,TCP,1.0,2688,   172.28.3.219, 209.85.202.101
2834,TCP,1.0,0,  86.147.223.83,  157.190.80.86
2835,TCP,1.0,0,  45.77.155.192,  157.190.69.98
2836,TCP,1.0,0,    77.72.82.80, 157.190.73.208
2837,TCP,1.0,0,   112.82.0.200,157.190.161.240
2838,UDP,1.0,0,  92.42.107.139,  157.190.51.10
2839,TCP,1.0,0,  172.28.31.245, 35.186.197.135
2840,IPv6,1.0,0,  192.88.99.1,  157.190.37.76
2841,UDP,1.0,0,  172.28.31.245,    193.1.186.2
2842,TCP,1.0,0, 172.28.245.163,     31.13.90.1
2843,TCP,1.0,0, 157.190.45.158,   52.94.232.33
2844,UDP,1.0,0, 165.227.110.69, 157.190.162.51
2845,UDP,1.0,0,   172.28.19.54,   192.168.1.13
2846,TCP,1.0,11719,  172.28.15.215, 40.114.149.220
2847,TCP,1.0,0,   151.101.38.2,  157.190.0.134
2848,TCP,1.0,0,  172.28.23.220,  47.73.170.245
2849,TCP,1.0,0,    45.77.107.8,  157.190.147.0
2850,TCP,1.0,0, 205.209.159.19, 157.190.182.46
2851,TCP,1.0,0,    5.188.86.55,157.190.145.121
2852,UDP,1.0,0, 172.28.244.251,    193.1.186.2
2853,TCP,1.0,0, 89.248.167.131, 157.190.123.69
2854,TCP,1.0,0,  112.9.167.150,  157.190.36.37
2855,TCP,1.0,0, 80.112.174.245,157.190.139.220
2856,TCP,1.0,0, 203.130.20.206,   157.190.7.11
2857,TCP,1.0,5328,  172.28.27.141, 165.193.93.104
2858,TCP,1.0,5328,  172.28.27.141, 165.193.93.104
2859,TCP,1.0,0,123.186.223.210,  157.190.251.7
2860,TCP,1.0,0, 116.196.80.253,157.190.234.203
2861,TCP,1.0,0, 157.190.36.142,     185.2.67.5
2862,UDP,1.0,0,  172.28.31.245,    193.1.186.2
2863,TCP,1.0,0,  190.50.226.97,  157.190.28.14
2864,TCP,1.0,0, 124.67.115.131, 157.190.25.194
2865,UDP,1.0,0, 157.190.52.152, 209.85.202.189
2866,UDP,1.0,0, 157.190.152.61,   192.168.1.12
2867,UDP,1.0,0,   172.28.26.32,    193.1.186.2
2868,TCP,1.0,0,  69.175.97.173, 157.190.152.31
2869,TCP,1.0,0,   5.188.10.108,  157.190.4.206
2870,TCP,1.0,0,    80.85.84.75, 157.190.72.232
2871,TCP,1.0,0,   172.28.3.219, 209.85.202.100
2872,TCP,1.0,0,   5.226.176.16,  157.190.0.133
2873,TCP,1.0,0,  172.28.13.193, 209.85.202.153
2874,TCP,1.0,0,     62.4.15.41,157.190.228.237
2875,UDP,1.0,0,  172.28.13.193,    193.1.186.2
2876,TCP,1.0,0,  172.28.27.128,  47.73.170.188
2877,TCP,1.0,0, 151.250.242.63, 157.190.98.106
2878,TCP,1.0,0,  157.190.23.19, 172.28.244.250
2879,TCP,1.0,0, 58.208.205.223, 157.190.176.10
2880,TCP,1.0,0, 168.194.104.75,157.190.149.217
2881,TCP,1.0,0,  210.47.36.145,  157.190.55.36
2882,TCP,1.0,29122,   172.28.14.59, 35.186.197.135
2883,TCP,1.0,29122,   172.28.14.59, 35.186.197.135
2884,TCP,1.0,77,  172.28.20.136,     31.13.90.6
2885,TCP,1.0,1233,  172.28.20.136,     31.13.90.6
2886,TCP,1.0,0,157.190.248.151,    52.218.48.3
2887,TCP,1.0,0, 118.144.36.130, 157.190.232.58
2888,UDP,1.0,0,  172.28.13.193,    193.1.186.2
2889,TCP,1.0,0,  107.6.169.252, 157.190.234.78
2890,TCP,1.0,0,157.190.148.121,  40.101.12.130
2891,TCP,1.0,1380,157.190.148.121,  40.101.12.130
2892,UDP,1.0,0,  172.28.27.198,    193.1.186.2
2893,UDP,1.0,0,  172.28.13.193,    193.1.186.2
2894,TCP,1.0,0,  24.168.34.233, 157.190.11.177
2895,TCP,1.0,0, 157.190.39.202, 216.58.212.195
2896,TCP,1.0,2565, 157.190.39.202, 216.58.212.195
2897,TCP,1.0,0,  94.142.141.64, 157.190.49.205
2898,TCP,1.0,0, 114.86.168.124,  157.190.12.22
2899,UDP,1.0,0,   172.28.19.54,   192.168.1.15
2900,TCP,1.0,0,  60.16.193.251, 157.190.116.51
2901,UDP,1.0,0,  66.29.157.196,  157.190.3.101
2902,UDP,1.0,0,  172.28.12.210, 209.85.202.100
2903,TCP,1.0,0,  45.77.111.161, 157.190.27.249
2904,TCP,1.0,0, 157.190.45.158, 209.85.202.113
2905,TCP,1.0,0,   45.77.153.18,  157.190.41.64
2906,UDP,1.0,0,   172.28.26.32,    193.1.186.2
2907,TCP,1.0,0, 157.190.147.75, 178.79.188.178
2908,TCP,1.0,0, 185.165.29.197, 157.190.148.17
2909,TCP,1.0,0, 125.211.218.84, 157.190.39.188
2910,TCP,1.0,0,  172.28.13.193, 104.123.97.156
2911,UDP,1.0,0,   172.28.19.64,    193.1.186.2
2912,TCP,1.0,0,   157.190.56.2,   13.107.3.128
2913,TCP,1.0,0,   71.6.146.185,  157.190.56.86
2914,TCP,1.0,0,191.101.167.250,157.190.161.172
2915,UDP,1.0,0,    172.28.2.78,    193.1.186.3
2916,TCP,1.0,0,   119.10.56.24,  157.190.38.10
2917,TCP,1.0,53,   172.28.3.216,   17.252.12.74
2918,TCP,1.0,3877,   172.28.3.216,   17.252.12.74
2919,TCP,1.0,0,   171.79.95.31, 157.190.27.108
2920,TCP,1.0,0,  187.110.83.33,157.190.245.110
2921,UDP,1.0,0,  172.28.29.110,    193.1.186.2
2922,TCP,1.0,0,  101.51.145.37,  157.190.18.95
2923,TCP,1.0,0,   172.28.19.91, 130.211.22.160
2924,TCP,1.0,0, 88.250.101.220, 157.190.124.10
2925,TCP,1.0,0,  172.28.28.242,  209.85.202.93
