,Proto,Flows,Bytes,src_ips,dst_ips
579,TCP,1.0,50,    172.28.1.20,  74.125.23.188
580,TCP,1.0,106,   172.28.27.26,   17.252.12.16
581,UDP,1.0,0,   172.28.19.54,   192.168.1.11
582,TCP,1.0,0,  157.190.43.35,  93.184.220.29
583,TCP,1.0,239,  157.190.43.35,  93.184.220.29
584,TCP,1.0,452,  157.190.43.35, 209.85.202.113
585,TCP,1.0,452,  157.190.43.35, 209.85.202.113
586,TCP,1.0,0, 123.201.51.118,157.190.207.161
587,TCP,1.0,0,  115.118.49.86,157.190.232.224
588,UDP,1.0,0, 157.190.152.91, 157.55.130.148
589,UDP,1.0,320, 157.190.152.91, 157.55.130.148
590,UDP,1.0,0,  172.28.13.190,    193.1.186.2
591,UDP,1.0,35,  172.28.13.190,    193.1.186.2
592,UDP,1.0,0,  172.28.13.224,    193.1.186.2
593,UDP,1.0,32,  172.28.13.224,    193.1.186.2
594,UDP,1.0,0,   172.28.8.195,    193.1.186.3
595,UDP,1.0,0,   172.28.8.195,    193.1.186.3
596,UDP,1.0,0,  172.28.28.101,    193.1.186.2
597,UDP,1.0,44,  172.28.28.101,    193.1.186.2
598,UDP,1.0,0,   172.28.27.23,    193.1.186.3
599,UDP,1.0,53,   172.28.27.23,    193.1.186.3
600,UDP,1.0,0,  172.28.30.245,    193.1.186.2
601,UDP,1.0,42,  172.28.30.245,    193.1.186.2
602,UDP,1.0,0,   172.28.27.56,    193.1.186.2
603,UDP,1.0,53,   172.28.27.56,    193.1.186.2
604,TCP,1.0,673,   172.28.4.102, 209.85.202.153
605,TCP,1.0,673,   172.28.4.102, 209.85.202.153
606,TCP,1.0,67,  172.28.27.163,  92.123.65.118
607,TCP,1.0,0, 72.183.125.173,157.190.145.179
608,TCP,1.0,1,   172.28.12.20,  151.101.37.54
609,TCP,1.0,585, 157.190.52.152,  52.50.208.219
610,TCP,1.0,117,  172.28.19.172,   40.77.229.45
611,TCP,1.0,4373,157.190.150.115,  85.115.52.202
612,TCP,1.0,277,  172.28.17.101,   40.77.229.58
613,TCP,1.0,1098, 157.190.150.65,  40.101.124.34
614,TCP,1.0,2, 157.190.36.165,  46.183.240.21
615,TCP,1.0,70,    172.28.2.77,  52.18.112.241
616,TCP,1.0,1082, 157.190.142.51,   40.101.12.82
617,UDP,1.0,0,  172.28.22.129,    193.1.186.2
618,TCP,1.0,0,      5.101.0.9, 157.190.181.58
619,TCP,1.0,1005, 157.190.138.72, 162.125.18.133
620,TCP,1.0,0,   172.28.11.73,  40.101.12.114
621,TCP,1.0,0,157.190.140.141,  40.101.54.178
622,TCP,1.0,0, 157.190.152.75,  40.101.54.178
623,TCP,1.0,0, 157.190.142.77,  40.101.12.114
624,TCP,1.0,378,   172.28.8.130, 209.85.202.189
625,TCP,1.0,1,   157.190.96.8, 104.244.42.129
626,TCP,1.0,355,  172.28.30.126, 209.85.202.189
627,TCP,1.0,0,    45.77.107.8, 157.190.238.34
628,TCP,1.0,0,  172.28.22.211, 35.186.197.135
629,UDP,1.0,35,   172.28.9.203,    193.1.186.2
630,TCP,1.0,19725,  172.28.28.244,  213.19.162.51
631,TCP,1.0,0,  172.28.21.237, 209.85.202.153
632,TCP,1.0,1552,  172.28.20.137, 209.85.202.100
633,TCP,1.0,11493,   172.28.9.180, 209.85.202.100
634,TCP,1.0,158,  172.28.26.225,     52.18.30.8
635,TCP,1.0,2274, 157.190.145.54, 162.125.18.133
636,TCP,1.0,132,157.190.150.117,    82.16.27.28
637,UDP,1.0,667, 157.190.146.66, 209.85.202.189
638,TCP,1.0,76,  157.190.54.12,  169.44.84.154
639,UDP,1.0,48, 157.190.147.93,    193.1.31.66
640,UDP,1.0,48,  157.190.36.18,  17.253.52.253
641,UDP,1.0,48,  157.190.39.19,    193.1.31.66
642,TCP,1.0,0, 157.190.153.86,  40.101.54.114
643,TCP,1.0,106, 157.190.141.77,   40.77.229.83
644,TCP,1.0,0,  172.28.20.253,  47.73.170.213
645,TCP,1.0,0,   172.28.5.159,   83.97.89.161
646,TCP,1.0,0, 64.233.164.188,  157.190.0.135
647,TCP,1.0,0, 108.61.191.181, 157.190.121.46
648,TCP,1.0,0, 112.66.199.193,157.190.229.147
649,UDP,1.0,48,   157.190.23.7,    193.1.186.2
650,UDP,1.0,52,   157.190.23.7,    193.1.186.2
651,UDP,1.0,52,   157.190.23.7,    193.1.186.2
652,UDP,1.0,66,   157.190.23.7,    193.1.186.2
653,UDP,1.0,114,   157.190.23.7,    193.1.186.2
654,UDP,1.0,52,   157.190.23.7,    193.1.186.2
655,UDP,1.0,64,   157.190.23.7,    193.1.186.2
656,UDP,1.0,1654, 157.190.153.62, 209.85.202.189
657,UDP,1.0,108,   157.190.23.7,    193.1.186.2
658,TCP,1.0,0,  122.164.46.75,  157.190.70.22
659,TCP,1.0,0,   172.28.31.17,  47.73.170.225
660,TCP,1.0,0,157.190.137.121,  40.101.125.18
661,TCP,1.0,1578,157.190.137.121,  40.101.125.18
662,TCP,1.0,4325,    172.28.1.91, 204.79.197.213
663,TCP,1.0,4325,    172.28.1.91, 204.79.197.213
664,UDP,1.0,0,  172.28.26.253, 157.56.120.207
665,TCP,1.0,0,  172.28.18.107, 35.186.197.135
666,TCP,1.0,0, 157.190.40.136,     31.13.90.6
667,TCP,1.0,0,190.176.151.128,157.190.251.216
668,TCP,1.0,0, 77.221.192.214,157.190.245.119
669,UDP,1.0,28,  172.28.24.177,    193.1.186.3
670,UDP,1.0,0,  172.28.23.233,    193.1.186.2
671,UDP,1.0,29,  172.28.23.233,    193.1.186.2
672,UDP,1.0,0,   172.28.8.195,    193.1.186.2
673,UDP,1.0,0,   172.28.8.195,    193.1.186.2
674,UDP,1.0,0,   172.28.31.87,    193.1.186.2
675,UDP,1.0,40,   172.28.31.87,    193.1.186.2
676,UDP,1.0,0,  172.28.24.246,    193.1.186.2
677,UDP,1.0,45,  172.28.24.246,    193.1.186.2
678,TCP,1.0,0,   172.28.5.242,     31.13.90.1
679,TCP,1.0,1144,   172.28.5.242,     31.13.90.1
680,TCP,1.0,0,    172.28.27.9, 108.177.96.188
681,UDP,1.0,0,   172.28.3.204,    193.1.186.2
682,TCP,1.0,0,   183.87.40.76, 157.190.134.36
683,TCP,1.0,0,  172.28.27.128,  47.73.170.242
684,TCP,1.0,0, 157.190.140.94,  40.101.18.232
685,TCP,1.0,0,   5.188.10.108,157.190.149.137
686,TCP,1.0,0,  180.196.25.60, 157.190.242.76
687,TCP,1.0,0, 181.214.87.239,157.190.132.125
688,TCP,1.0,0, 198.20.103.242,157.190.163.214
689,UDP,1.0,29,   172.28.27.46,    193.1.186.2
690,TCP,1.0,2070, 157.190.35.136, 108.177.119.94
691,UDP,1.0,44,   172.28.17.43,    193.1.186.2
692,TCP,1.0,1144,  172.28.29.118,     31.13.90.1
693,UDP,1.0,40,  172.28.29.118,    193.1.186.2
694,UDP,1.0,39,   172.28.24.46,    193.1.186.3
695,UDP,1.0,32,   172.28.24.46,    193.1.186.3
696,UDP,1.0,41,  172.28.24.177,    193.1.186.2
697,TCP,1.0,4880,   172.28.17.43, 209.85.202.138
698,TCP,1.0,661,  172.28.29.118,    31.13.90.34
699,TCP,1.0,659,  172.28.29.118,    31.13.90.34
700,TCP,1.0,51234,   172.28.27.46,  213.19.162.90
701,TCP,1.0,17574,   172.28.27.46,  213.19.162.90
702,TCP,1.0,35051,   172.28.27.46,  213.19.162.90
703,UDP,1.0,28,   172.28.27.46,    193.1.186.2
704,TCP,1.0,0,    60.6.92.226, 157.190.255.82
705,TCP,1.0,0,  172.28.18.107, 209.85.202.153
706,TCP,1.0,0,  172.28.21.214, 209.85.202.100
707,TCP,1.0,0,  45.77.155.192, 157.190.160.70
708,TCP,1.0,0, 157.190.140.94,  40.101.18.232
709,TCP,1.0,0, 157.190.140.94,  40.101.18.232
710,UDP,1.0,0,   172.28.26.99,    193.1.186.2
711,UDP,1.0,30,   172.28.26.99,    193.1.186.2
712,UDP,1.0,0,   172.28.5.204,    193.1.186.2
713,UDP,1.0,49,   172.28.5.204,    193.1.186.2
714,TCP,1.0,0,   172.28.4.102, 209.85.202.128
715,TCP,1.0,1042,   172.28.4.102, 209.85.202.128
716,TCP,1.0,0,  172.28.22.237, 209.85.202.139
717,TCP,1.0,0,   45.63.64.120,  157.190.230.1
718,ICMP6,1.0,0,fe80::3..c9:7b3c.0     ,  157.190.230.1
719,TCP,1.0,0, 177.103.77.232, 157.190.85.154
720,TCP,1.0,0,    24.1.22.223,157.190.242.250
721,TCP,1.0,0,   208.66.25.98, 157.190.65.232
722,TCP,1.0,0,  17.252.60.151,  157.190.0.132
723,TCP,1.0,0, 157.190.40.136, 209.85.202.101
724,TCP,1.0,0,    77.72.82.80, 157.190.82.135
725,TCP,1.0,0,   76.22.73.228, 157.190.140.23
726,TCP,1.0,0, 157.190.40.136,108.177.119.106
727,TCP,1.0,0, 83.148.239.208,157.190.168.216
728,TCP,1.0,0,  45.77.155.192,157.190.159.214
729,TCP,1.0,0,    49.207.6.70,  157.190.86.86
730,TCP,1.0,0, 157.190.52.135,    40.101.4.18
731,TCP,1.0,0, 157.190.152.74,  40.101.12.130
732,TCP,1.0,1844, 157.190.146.63, 162.125.18.133
733,TCP,1.0,1373,  172.28.26.178,  17.252.60.144
734,TCP,1.0,0,   172.28.29.68,  74.125.23.188
735,TCP,1.0,0,103.250.208.235, 157.190.178.17
736,TCP,1.0,0,  45.77.111.161, 157.190.28.117
737,TCP,1.0,0,   172.28.5.159,   83.97.89.161
738,TCP,1.0,0,    95.155.2.98,  157.190.34.62
739,UDP,1.0,0,   172.28.3.204,    193.1.186.2
740,TCP,1.0,0, 108.61.191.181, 157.190.212.35
741,TCP,1.0,0, 157.190.40.136, 209.85.202.101
742,TCP,1.0,0,    5.188.86.55, 157.190.198.86
743,TCP,1.0,0,   190.54.28.68,  157.190.40.13
744,TCP,1.0,0,   74.93.88.254, 157.190.111.51
745,TCP,1.0,830,   157.190.33.9,   52.54.151.24
746,TCP,1.0,830,   157.190.33.9,   52.54.151.24
747,TCP,1.0,0,  172.28.18.113,    74.82.95.16
748,TCP,1.0,0, 118.193.31.179,157.190.172.233
749,TCP,1.0,0, 188.18.109.168, 157.190.35.137
750,UDP,1.0,35,  172.28.11.231,    193.1.186.2
751,UDP,1.0,0,  172.28.13.190,    193.1.186.2
752,UDP,1.0,34,  172.28.13.190,    193.1.186.2
753,UDP,1.0,0,  172.28.14.215,    193.1.186.2
754,UDP,1.0,40,  172.28.14.215,    193.1.186.2
755,TCP,1.0,0,   186.129.78.5,157.190.139.248
756,TCP,1.0,117,  172.28.27.141,   40.77.229.34
757,TCP,1.0,0, 157.190.45.147, 209.85.202.189
758,TCP,1.0,0, 157.190.152.66,  40.101.44.178
759,TCP,1.0,24, 157.190.152.66,  195.81.195.57
760,TCP,1.0,699,  172.28.27.142, 162.125.18.133
761,UDP,1.0,55, 157.190.150.20,    193.1.186.2
762,UDP,1.0,56, 157.190.147.11,    193.1.186.2
763,UDP,1.0,58, 157.190.22.189,    193.1.186.2
764,UDP,1.0,51, 157.190.150.20,    193.1.186.2
765,UDP,1.0,46,   157.190.23.2,    193.1.186.2
766,UDP,1.0,58, 157.190.147.11,    193.1.186.2
767,UDP,1.0,50, 157.190.150.20,    193.1.186.2
768,TCP,1.0,0,   45.63.64.120, 157.190.139.10
769,TCP,1.0,0,   59.48.130.90, 157.190.25.236
770,TCP,1.0,0, 108.61.191.181, 157.190.183.83
771,TCP,1.0,0, 222.132.52.230,157.190.211.250
772,TCP,1.0,51564, 157.190.152.71, 40.101.125.210
773,TCP,1.0,46, 157.190.32.196, 209.85.202.139
774,TCP,1.0,1082,157.190.135.103,  40.101.44.178
775,TCP,1.0,3662, 157.190.140.94,   40.101.12.82
776,TCP,1.0,613, 157.190.153.96,  68.232.35.172
777,UDP,1.0,33,157.190.150.109, 111.221.77.158
778,UDP,1.0,33,157.190.150.109, 157.55.235.160
779,TCP,1.0,0, 157.190.153.86, 40.101.126.194
780,TCP,1.0,0, 157.190.142.67,   40.101.12.82
781,TCP,1.0,0, 157.190.150.95,    40.101.6.34
782,TCP,1.0,0,   94.63.15.217, 157.190.57.112
783,IPv6,1.0,0,  192.88.99.1,  157.190.37.79
784,TCP,1.0,0,    77.72.82.16,157.190.162.131
785,TCP,1.0,0,  94.142.141.64, 157.190.94.172
786,TCP,1.0,0,    172.28.5.89,  47.73.170.213
787,UDP,1.0,0,   192.168.3.61,        8.8.8.8
788,TCP,1.0,0, 165.227.146.70, 157.190.114.76
789,TCP,1.0,0,  172.28.26.179,  47.73.170.210
790,TCP,1.0,0,    121.18.5.35, 157.190.233.66
791,TCP,1.0,0,125.118.187.158, 157.190.101.85
792,UDP,1.0,0,  172.28.24.249, 17.173.254.222
793,TCP,1.0,117,   172.28.1.149,   40.77.229.18
794,TCP,1.0,1,  157.190.56.26, 151.101.38.109
795,TCP,1.0,117,   172.28.20.38,   40.77.229.32
796,TCP,1.0,117,   172.28.20.38,   40.77.229.16
797,TCP,1.0,11,   172.28.27.53, 104.199.64.230
798,UDP,1.0,0,   198.20.69.98, 157.190.55.182
799,TCP,1.0,0,  108.81.22.245, 157.190.222.90
800,TCP,1.0,0, 152.250.167.71,  157.190.4.107
801,TCP,1.0,0,   172.28.5.159,   83.97.89.161
802,TCP,1.0,0,   5.188.10.108, 157.190.228.75
803,UDP,1.0,0,  92.42.107.139, 157.190.50.237
804,TCP,1.0,0,110.230.129.230,157.190.207.120
805,TCP,1.0,0,   172.28.4.190, 209.85.202.139
806,UDP,1.0,0,   172.28.5.159,    193.1.186.2
807,TCP,1.0,0,    78.141.94.3,  157.190.79.15
808,TCP,1.0,0,   125.94.36.40,  157.190.1.150
809,TCP,1.0,0, 157.190.136.72,   52.18.61.137
810,TCP,1.0,0,  219.88.70.235, 157.190.95.208
811,TCP,1.0,0,   80.82.77.139, 157.190.71.113
812,TCP,1.0,0,157.190.150.100, 40.101.124.194
813,TCP,1.0,1,  172.28.24.201, 151.101.36.246
814,TCP,1.0,1,  172.28.29.105, 209.85.202.138
815,TCP,1.0,2177,  172.28.28.244, 35.156.170.131
816,TCP,1.0,11961,  172.28.28.244,  213.19.162.57
817,TCP,1.0,3012,  172.28.27.141,  23.212.230.27
818,TCP,1.0,5871,  172.28.27.141,  23.212.230.27
819,TCP,1.0,380,   172.28.28.14,  103.235.47.13
820,TCP,1.0,0, 157.190.147.61,   162.125.64.3
821,TCP,1.0,0, 115.200.227.30, 157.190.61.243
822,UDP,1.0,0,  172.28.20.116,    193.1.186.3
823,TCP,1.0,0,  125.46.95.199, 157.190.205.37
824,TCP,1.0,0,   116.72.18.47, 157.190.169.85
825,TCP,1.0,0,   115.96.29.99,157.190.159.192
826,UDP,1.0,0,  92.42.107.139, 157.190.50.238
827,TCP,1.0,0,190.176.212.207,157.190.242.216
828,TCP,1.0,0,  45.77.155.192, 157.190.68.243
829,TCP,1.0,0,222.179.221.222, 157.190.18.130
830,TCP,1.0,0,   172.28.15.11,   23.100.86.91
831,TCP,1.0,0,    5.188.86.55, 157.190.44.240
832,TCP,1.0,0,   172.28.5.159,   83.97.89.161
833,TCP,1.0,0,   51.15.213.83,157.190.227.242
834,TCP,1.0,0,  153.99.22.161, 157.190.242.92
835,TCP,1.0,0,125.212.217.214, 157.190.233.80
836,TCP,1.0,0,  153.99.22.161, 157.190.242.92
837,TCP,1.0,0,  187.38.194.35, 157.190.63.122
838,TCP,1.0,0,   157.190.33.7, 87.248.214.160
839,TCP,1.0,0, 181.214.87.239,157.190.178.226
840,TCP,1.0,0, 201.172.184.60, 157.190.219.72
841,TCP,1.0,0,  101.21.211.11, 157.190.136.98
842,TCP,1.0,96, 157.190.40.108,   13.90.43.111
843,TCP,1.0,96, 157.190.40.108,   13.90.43.111
844,UDP,1.0,0,  92.42.107.139, 157.190.50.240
845,TCP,1.0,0,  157.190.43.35, 204.79.197.200
846,TCP,1.0,788,  157.190.43.35, 204.79.197.200
847,TCP,1.0,0,  59.175.142.53,157.190.244.199
848,TCP,1.0,0,    5.188.86.55,157.190.234.102
849,TCP,1.0,0,  187.255.235.2,157.190.239.202
850,TCP,1.0,0, 157.190.40.108,   13.90.43.111
851,TCP,1.0,2012,  157.190.49.45, 162.125.18.133
852,UDP,1.0,56,  157.190.149.2, 192.203.230.10
853,TCP,1.0,339, 157.190.45.141, 209.85.202.189
854,TCP,1.0,0,   45.63.74.105,  157.190.84.99
855,TCP,1.0,0, 157.190.45.142, 209.85.202.157
856,TCP,1.0,0,  222.96.190.71, 157.190.50.145
857,TCP,1.0,0,    121.18.5.35,  157.190.58.39
858,UDP,1.0,0,   172.28.27.46, 209.85.202.155
859,TCP,1.0,0,   172.28.28.67,   17.252.12.80
860,TCP,1.0,16522,   172.28.28.67,   17.252.12.80
861,TCP,1.0,0,  172.28.27.141, 165.193.93.104
862,UDP,1.0,0,   172.28.17.46,    193.1.186.2
863,TCP,1.0,0, 157.190.129.88,   184.24.203.3
864,TCP,1.0,0, 157.190.40.136,    199.96.57.6
865,TCP,1.0,0, 189.229.58.154,157.190.115.158
866,TCP,1.0,0,   51.15.213.83, 157.190.145.37
867,TCP,1.0,986, 157.190.136.72,   52.18.61.137
868,TCP,1.0,986, 157.190.136.72,   52.18.61.137
869,TCP,1.0,0, 200.138.69.114, 157.190.153.18
870,TCP,1.0,0,    45.77.107.8, 157.190.73.224
871,TCP,1.0,0,  113.228.50.87,157.190.183.109
872,TCP,1.0,0,  109.248.9.246, 157.190.247.33
873,TCP,1.0,0,  89.142.195.20,157.190.185.193
874,TCP,1.0,0,  123.245.89.79,157.190.167.100
875,TCP,1.0,0,   172.28.3.209,  47.73.170.245
876,TCP,1.0,0,   85.93.20.244, 157.190.183.24
877,UDP,1.0,0,  172.28.24.249, 17.173.254.222
878,UDP,1.0,0,  172.28.24.249, 17.173.254.223
879,TCP,1.0,0,   172.28.31.17,  47.73.170.188
880,TCP,1.0,0, 157.190.147.73, 50.115.217.176
881,TCP,1.0,0,   45.63.74.105, 157.190.121.78
882,UDP,1.0,0, 157.190.147.73, 209.85.203.154
883,TCP,1.0,0,   172.28.15.11,   13.69.159.30
884,TCP,1.0,0,  112.86.99.177,157.190.129.105
885,TCP,1.0,0,   45.63.74.105,  157.190.86.78
886,TCP,1.0,0,    172.28.22.4, 194.106.151.79
887,TCP,1.0,0,  172.28.27.128,  47.73.170.225
888,TCP,1.0,3133,    172.28.4.86, 209.85.202.153
889,UDP,1.0,0,  172.28.24.185,    193.1.186.3
890,ICMP6,1.0,0,fe80::f..ad:80b3.0     ,    193.1.186.3
891,TCP,1.0,0,  119.10.73.219,  157.190.63.34
892,UDP,1.0,0, 159.203.168.43,157.190.166.141
893,UDP,1.0,0,   172.28.4.190,    193.1.186.2
894,TCP,1.0,0,   45.63.74.105, 157.190.30.123
895,TCP,1.0,0, 157.190.40.136,  104.244.43.16
896,UDP,1.0,0, 158.140.228.62,157.190.193.234
897,TCP,1.0,0,   45.70.120.10, 157.190.84.248
898,TCP,1.0,0,220.225.117.202,157.190.192.154
899,TCP,1.0,0,101.251.213.198,157.190.164.221
900,TCP,1.0,0,  1.192.158.133, 157.190.95.149
901,UDP,1.0,0,  172.28.11.117,   157.190.23.7
902,TCP,1.0,0,  172.28.27.139, 54.225.105.212
903,TCP,1.0,0,  172.28.25.176,  17.252.59.246
904,TCP,1.0,0, 157.190.45.142,  209.85.203.95
905,TCP,1.0,1498,    172.28.4.86, 209.85.202.153
906,TCP,1.0,1498,    172.28.4.86, 209.85.202.153
907,TCP,1.0,0,   183.87.29.50,157.190.170.221
908,TCP,1.0,0,  170.81.58.104,157.190.192.228
909,TCP,1.0,0,223.223.159.135, 157.190.210.61
910,TCP,1.0,0,  153.99.22.161, 157.190.242.92
911,TCP,1.0,0,   191.19.89.23, 157.190.188.85
912,TCP,1.0,0, 106.56.152.178,157.190.198.178
913,UDP,1.0,0, 157.190.36.180, 209.85.202.149
914,UDP,1.0,3089, 157.190.36.180, 209.85.202.149
915,TCP,1.0,0, 103.98.156.120,  157.190.36.12
916,TCP,1.0,0,  109.248.9.246,157.190.208.164
917,TCP,1.0,0,    77.72.82.80, 157.190.186.75
918,TCP,1.0,0,   123.4.139.35,157.190.151.253
919,TCP,1.0,0,123.136.148.102,  157.190.8.103
920,TCP,1.0,0, 157.190.40.136,  23.55.149.163
921,TCP,1.0,0,    131.0.47.54,157.190.140.163
922,UDP,1.0,0,  172.28.26.243,    193.1.186.2
923,UDP,1.0,0, 185.188.207.12, 157.190.144.60
924,TCP,1.0,0,    80.82.77.33,157.190.161.173
925,TCP,1.0,1078,    172.28.4.86, 209.85.202.153
926,TCP,1.0,1078,    172.28.4.86, 209.85.202.153
927,TCP,1.0,0, 103.206.182.62, 157.190.237.19
928,TCP,1.0,0, 157.190.136.72,   178.255.83.1
929,TCP,1.0,0,  172.28.16.127,   54.225.90.73
930,TCP,1.0,0,  172.28.22.129,  74.125.23.188
931,TCP,1.0,0,    72.27.67.37, 157.190.249.68
932,TCP,1.0,0,   85.93.20.244,  157.190.25.36
933,TCP,1.0,0, 157.190.140.80,  40.101.18.232
934,UDP,1.0,0,   172.28.17.46,    193.1.186.2
935,TCP,1.0,0, 157.190.129.88,   184.24.203.3
936,TCP,1.0,0, 157.190.140.80,  40.101.18.232
937,TCP,1.0,0, 157.190.140.80,  40.101.18.232
938,TCP,1.0,0,  188.79.146.55,157.190.170.213
